word,hiragana,katakana,combined_rank,small_talk_rank,consultation_rank,meeting_rank,class_rank,outdoors_rank,school_rank,transportation_rank,public_commercial_rank,home_rank,indoors_rank,workplace_rank,male_rank,female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
クラッシュ,クラッシュ,クラッシュ,3,3,2,3,4,3,3,3,4,2,2,3,3,3,3,3,1,1,2,1,2,3,1,3,1,2,2,1,2,2,2,1,3,3,2,2,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,3,2,3
くる,くる,クル,3,3,3,3,4,3,3,4,2,2,4,2,3,3,4,5,1,1,1,1,5,5,3,1,5,2,2,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,3,2,3,3,3,4,3,3,3,2,5,2,5,5,5,3,5,5,5
ぐりぐり,ぐりぐり,グリグリ,3,2,4,3,4,3,3,3,2,3,4,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,4,1,1,1,5,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,4,1,1,1
グリル,グリル,グリル,3,3,2,3,4,3,3,3,2,4,3,2,3,3,2,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2
ぐわ,ぐわ,グワ,3,3,2,3,4,5,3,3,3,2,3,2,3,2,1,1,1,1,1,1,1,2,4,3,1,4,3,2,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
景気,けいき,ケイキ,3,3,3,3,4,3,3,3,3,4,2,2,3,3,3,2,4,4,3,2,2,3,1,3,3,2,2,3,2,2,3,2,3,3,4,2,1,3,2,2,1,3,4,3,4,4,3,3,3,3,4,3,3,3,2,1,3,3,3,3,4
ケイコ,ケイコ,ケイコ,3,3,3,3,4,4,3,3,3,3,3,3,2,3,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1
頸髄,けいずい,ケイズイ,3,3,2,3,4,3,3,3,4,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
けちる,けちる,ケチル,3,3,3,3,4,3,3,3,3,3,4,3,3,3,1,1,1,1,2,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1
けり,けり,ケリ,3,2,4,3,4,3,3,3,3,2,2,4,3,3,1,3,1,3,2,1,2,2,4,3,4,3,3,4,3,3,3,2,2,2,2,1,1,1,1,2,1,5,3,4,2,3,3,2,3,3,3,2,5,2,2,3,3,3,2,2,3
権力,けんりょく,ケンリョク,3,3,3,3,4,4,3,3,3,2,3,3,3,3,4,3,4,3,3,3,4,4,1,4,4,3,3,4,3,3,3,3,4,4,4,2,1,3,3,4,1,4,3,3,3,3,3,4,3,3,3,3,4,4,4,3,4,3,4,3,3
ケーブル,ケーブル,ケーブル,3,3,2,4,4,3,3,3,3,3,2,3,3,2,4,2,1,3,4,2,3,3,1,1,2,1,1,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,3,2,4,3,3,3,3,3,3,4,2,2,3,5,2,2,4,5,4
劇場,げきじょう,ゲキジョウ,3,3,3,4,4,3,4,3,3,3,2,3,3,2,5,3,4,3,4,3,3,3,1,3,4,3,2,4,3,3,2,2,3,3,4,2,3,3,2,3,1,4,4,4,4,4,3,4,3,3,3,4,4,2,3,4,3,3,5,4,3
劇団,げきだん,ゲキダン,3,3,3,4,4,3,4,4,4,2,2,2,3,2,4,2,3,2,3,3,2,2,1,2,3,1,1,2,1,2,1,1,2,1,3,1,4,2,2,1,1,2,4,4,4,4,4,3,4,4,4,3,2,2,2,1,2,2,4,2,2
下種い,げすい,ゲスイ,3,3,2,3,4,3,3,5,3,2,2,2,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
現役,げんえき,ゲンエキ,3,3,2,3,4,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,1,3,2,2,3,3,2,2,3,2,2,2,3,3,2,2,3,3,1,2,3,2,4,3,3,3,3,5,3,4,2,3,3,1,3,3,4,3,3
講義,こうぎ,コウギ,3,3,3,4,4,3,3,3,3,2,2,4,3,3,3,3,4,3,4,3,3,3,1,3,3,2,2,3,2,2,2,3,3,3,4,3,2,3,2,2,1,3,4,4,4,4,5,3,3,4,3,3,3,3,3,4,3,3,3,4,3
交際,こうさい,コウサイ,3,2,3,3,5,3,3,3,3,3,3,2,2,3,3,3,4,2,4,3,4,4,1,4,3,2,3,3,2,2,3,3,3,3,3,3,1,3,2,3,1,3,3,2,3,5,3,2,3,3,3,3,3,2,4,1,3,3,3,2,2
講談,こうだん,コウダン,3,2,2,4,4,3,3,3,3,2,2,4,3,3,4,1,3,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,3,3,1,1,1,2,1,2,2,1
コウトウ,コウトウ,コウトウ,3,3,3,3,4,3,3,3,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
香ばしい,こうばしい,コウバシイ,3,3,3,3,4,4,3,3,3,3,3,2,2,3,1,2,1,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,1,1,1,2,1,2,2,3,2,1,1,1,2,1,1,1,1,1,1,2,1,3,2,1,2,3,1,1,3
後方,こうほう,コウホウ,3,1,2,4,4,3,3,3,2,2,2,4,3,2,4,3,3,3,3,2,3,3,1,3,4,3,2,4,3,3,2,3,3,3,3,3,1,4,3,4,1,4,3,4,2,3,3,3,3,3,3,3,4,4,3,1,4,3,4,2,3
工房,こうぼう,コウボウ,3,1,3,4,4,3,3,3,2,3,2,4,3,3,3,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,3,1,4,2,1,3,3,3,3,4
越え,こえ,コエ,3,3,3,3,4,3,4,3,3,3,3,2,3,3,4,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,2
こく,こく,コク,3,3,2,3,4,3,3,3,3,3,4,2,3,3,3,3,1,2,2,1,2,3,4,2,2,3,2,4,4,4,4,3,2,2,2,1,1,1,2,3,4,4,3,2,3,3,3,2,3,3,3,3,4,2,2,1,2,3,2,1,2
放く,こく,コク,3,3,3,3,4,4,3,3,3,3,4,2,3,3,3,3,1,2,2,1,2,3,4,3,2,4,4,2,4,4,4,3,2,2,2,1,1,1,2,3,4,4,3,2,3,3,3,2,3,3,3,2,4,2,2,1,2,3,2,1,1
コグレ,こぐれ,コグレ,3,2,4,4,4,3,3,3,2,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
言葉遣い,ことばづかい,コトバヅカイ,3,3,3,4,4,3,4,4,3,3,2,2,3,3,1,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,2,3,2,2,2,3,1,2,2,2,1,2,3,4,3,3,3,3,4,3,3,2,2,3,2,1,2,3,1,2,2
孤独,こどく,コドク,3,3,2,3,4,3,3,3,3,3,2,3,2,3,3,3,4,3,3,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,1,3,3,2,4,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,3
コマザワ,こまざわ,コマザワ,3,3,2,3,4,3,3,4,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
今期,こんき,コンキ,3,2,4,4,4,3,3,3,3,3,2,3,3,3,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,2
コンクリート,コンクリート,コンクリート,3,3,3,3,4,4,3,3,2,3,3,3,3,3,4,2,1,3,3,2,2,3,1,1,3,1,1,4,2,2,2,3,3,3,3,2,2,3,2,2,4,3,3,2,3,3,3,3,4,3,3,3,3,2,2,3,3,3,3,3,3
懇親,こんしん,コンシン,3,3,2,3,4,3,3,3,3,4,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1
コーリャン,コーリャン,コーリャン,3,3,2,3,4,3,3,3,4,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ゴウエイドウ,ごうえいどう,ゴウエイドウ,3,3,2,3,4,3,3,3,2,2,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
合理,ごうり,ゴウリ,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,1,2,3,1,1,1,3,1,3,3,3,2,3,3,3,2,1,3,3,4,2,1,1,1,1,1,1,4,4,3,4,3,3,3,4,4,3,1,3,1,1,3,3,3,3,2
極楽,ごくらく,ゴクラク,3,3,2,3,4,3,3,3,2,4,2,2,3,2,2,3,3,2,2,2,2,2,1,2,2,3,3,3,3,3,3,2,1,2,2,3,1,2,2,2,1,3,2,2,2,2,2,4,2,2,2,2,3,2,2,1,2,2,2,1,2
菜箸,さいばし,サイバシ,3,3,3,3,4,3,3,3,3,2,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
酒屋,さかや,サカヤ,3,3,2,3,4,3,3,4,3,3,2,2,3,2,2,2,4,1,2,2,2,2,1,2,2,1,1,3,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2
探し,さがし,サガシ,3,3,4,3,4,3,3,4,3,3,3,2,3,2,3,1,1,1,1,1,1,3,1,3,1,3,4,1,3,3,4,1,4,4,4,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,3,1,3,1,4,3,4,1,1,3
先っぽ,さきっぽ,サキッポ,3,3,4,3,4,4,3,3,2,4,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,3,2,2,2,1,1,2,1,1,2,4,1,1,2
サクライ,さくらい,サクライ,3,3,2,3,4,3,3,3,3,3,3,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
沙汰,さた,サタ,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,2,4,2,2,2,2,3,1,3,3,3,3,4,3,3,3,2,3,3,2,2,1,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,1,3,4,2,1,2
作曲,さっきょく,サッキョク,3,3,2,3,4,3,3,3,3,3,3,2,3,2,5,2,2,3,3,2,3,3,1,3,3,2,3,3,2,2,3,2,3,3,4,1,5,2,2,2,1,4,3,3,4,3,3,3,3,5,3,3,4,2,2,1,2,2,5,2,2
錆びる,さびる,サビル,3,3,2,3,4,4,3,3,3,3,2,3,3,3,1,2,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,4,2,2,1,2,2
さら,さら,サラ,3,2,4,3,4,3,3,3,2,3,3,4,3,3,1,2,1,1,2,1,2,2,3,3,2,2,3,1,1,1,1,2,4,4,2,1,1,1,1,2,3,4,2,2,3,2,2,3,2,2,2,3,3,3,2,1,1,3,2,3,2
産休,さんきゅう,サンキュウ,3,3,3,3,4,4,3,3,3,2,3,2,2,3,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1
サンクス,サンクス,サンクス,3,3,2,3,4,3,3,4,2,4,3,2,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2
雑草,ざっそう,ザッソウ,3,3,3,4,4,3,3,5,2,3,2,3,2,3,2,2,4,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,1,3,2,2,1,3,3,2,3,3,3,5,3,3,3,2,3,3,2,1,3,3,2,2,2
仕上がる,しあがる,シアガル,3,2,4,3,4,3,3,3,2,3,4,3,2,3,1,2,1,2,3,2,2,3,3,3,1,2,2,2,2,3,2,2,1,1,1,3,1,1,2,2,1,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,3,4
強いて,しいて,シイテ,3,3,3,4,4,3,4,3,3,3,2,3,3,2,1,2,1,2,2,1,1,2,4,2,2,2,2,3,2,2,2,3,1,1,2,2,1,1,2,2,3,1,3,3,3,3,3,2,3,3,3,2,1,3,1,1,2,3,1,1,2
仕入れ,しいれ,シイレ,3,3,3,3,4,3,3,3,4,2,2,2,3,3,2,2,1,2,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,1,2,1,1,2,3,2,3,3,2,2,3,2,2,3,2,3,2,3,2,2,1,2,2
仕入れる,しいれる,シイレル,3,3,4,3,4,3,3,3,3,2,3,3,2,3,1,2,1,2,3,3,2,3,4,3,2,2,2,3,2,2,2,3,1,1,1,2,1,3,2,2,1,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3,3,3,1,3,3
叱る,しかる,シカル,3,3,2,4,4,3,3,3,2,3,2,4,2,3,1,4,1,3,3,2,3,3,5,3,4,3,4,4,3,3,4,3,1,1,2,4,1,2,3,3,4,3,3,3,4,3,3,3,3,3,5,3,2,4,3,1,4,4,2,3,3
仕切る,しきる,シキル,3,3,3,3,4,3,4,3,2,2,4,3,3,2,1,3,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,1,2,1,2,3,3,4,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2
湿気る,しける,シケル,3,3,2,3,4,4,3,3,3,3,4,2,2,3,1,2,1,1,1,1,2,2,3,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,2,2,2,1
志向,しこう,シコウ,3,3,3,3,4,3,4,3,3,3,2,2,3,3,3,1,2,3,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,3,1,1,2,1,2,1,2,4,4,3,4,3,3,4,4,4,3,2,2,2,1,2,2,3,3,2
資産,しさん,シサン,3,3,3,3,4,3,4,3,3,3,3,3,3,2,4,2,3,4,4,3,3,3,1,3,3,2,2,3,2,2,2,2,4,4,4,3,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,3,2,4,4,4
支度,したく,シタク,3,3,2,3,4,3,3,3,3,3,3,3,2,3,1,4,4,2,3,4,3,4,1,4,4,3,3,4,3,3,3,3,3,3,2,3,1,4,3,3,1,2,3,2,3,3,3,2,3,3,3,2,2,4,3,1,4,4,1,2,2
下見,したみ,シタミ,3,2,4,3,4,3,3,3,2,3,2,4,3,2,1,2,2,1,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2
湿気,しっけ,シッケ,3,3,4,3,4,3,3,3,2,3,4,3,3,3,1,2,3,2,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,2,1,2,3,1,2,2
師範,しはん,シハン,3,3,2,3,4,3,3,3,3,3,4,2,3,3,3,2,3,2,2,2,2,2,1,2,2,3,3,2,3,3,3,1,1,2,2,1,1,2,2,2,1,3,3,3,3,3,3,2,3,3,3,2,2,2,2,1,2,2,4,1,2
シバヤマ,しばやま,シバヤマ,3,3,2,3,4,3,3,3,2,4,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
指標,しひょう,シヒョウ,3,3,2,3,4,3,3,3,2,3,3,4,3,2,3,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,3,4,5,2,4,4,3,4,4,4,3,3,2,1,1,1,2,3,3,4
死亡,しぼう,シボウ,3,3,2,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,1,4,4,3,3,4,3,3,3,3,4,4,4,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,3,3,4,3,3
縞々,しましま,シマシマ,3,3,2,3,4,4,3,5,2,2,2,2,2,3,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
シモムラ,しもむら,シモムラ,3,1,2,4,4,3,3,3,2,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
借金,しゃっきん,シャッキン,3,1,4,3,4,4,3,3,2,4,2,3,3,3,3,4,4,3,4,4,4,4,1,4,3,3,3,4,3,3,3,3,4,4,4,3,1,3,3,4,1,3,3,2,4,3,3,3,4,3,3,4,3,4,4,1,4,3,3,3,4
社内,しゃない,シャナイ,3,3,2,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,4,3,3,3,1,3,3,1,2,3,1,1,3,1,2,2,4,2,1,3,2,2,2,2,3,2,4,3,3,3,3,3,3,3,2,2,2,1,3,2,3,3,4
しゃば,しゃば,シャバ,3,3,2,3,4,3,3,3,2,2,4,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
シャープ,シャープ,シャープ,3,3,3,3,4,3,3,3,2,4,2,2,3,3,3,2,1,2,3,2,2,2,1,1,1,1,1,2,1,1,2,1,3,3,3,1,3,1,1,2,3,1,3,3,3,3,3,2,3,3,3,3,1,2,2,1,2,2,3,3,3
宗,しゅう,シュウ,3,3,2,3,4,3,3,3,2,2,4,2,3,3,4,4,4,2,1,2,4,2,4,2,4,3,1,3,3,3,3,4,1,1,3,1,2,3,1,3,2,5,2,2,2,2,2,4,2,2,2,2,5,1,4,1,4,2,4,3,2
習慣,しゅうかん,シュウカン,3,3,2,3,4,4,3,4,3,3,3,3,3,3,3,2,4,3,4,2,3,3,1,3,4,2,3,4,2,2,3,3,3,3,4,3,2,4,2,2,1,4,4,4,4,4,4,5,4,4,4,3,4,3,3,1,4,3,3,4,4
囚人,しゅうじん,シュウジン,3,3,2,3,4,3,3,5,3,2,2,2,2,3,3,3,3,2,2,3,4,4,1,4,3,4,1,3,4,4,1,2,4,4,2,2,1,3,2,2,1,3,2,2,3,2,2,2,2,2,2,2,3,2,4,1,3,2,2,2,2
集約,しゅうやく,シュウヤク,3,2,3,4,4,3,4,3,3,3,3,4,3,3,3,1,1,2,3,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,3,2,1,1,1,2,1,1,3,4,2,3,3,4,3,3,3,2,1,2,1,1,2,2,3,3,3
手動,しゅどう,シュドウ,3,3,3,3,4,3,3,3,3,3,4,2,3,3,2,2,1,1,3,1,2,2,1,2,1,2,1,2,2,2,1,1,3,3,2,2,1,1,2,2,1,1,3,3,1,3,3,2,3,3,3,3,1,2,2,1,1,2,2,3,3
手裏,しゅり,シュリ,3,3,2,3,4,3,3,5,2,2,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,4,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
笙,しょう,ショウ,3,3,2,3,4,3,3,3,2,4,2,2,3,3,4,4,2,3,3,1,3,4,1,1,2,1,1,4,4,5,5,4,4,2,4,1,4,1,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,1,2,3,1
賞品,しょうひん,ショウヒン,3,1,4,4,4,3,4,3,3,2,2,3,3,2,2,3,2,1,3,2,3,3,1,3,2,3,3,2,3,3,3,2,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,2,3,2
所帯,しょたい,ショタイ,3,3,3,4,4,3,3,4,3,3,2,3,3,3,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,3,2,3,3,3,2,3,3,4,1,2,3,1,1,2,2,1,1,1
書道,しょどう,ショドウ,3,3,2,3,4,3,3,3,3,3,2,4,3,3,2,2,2,2,2,3,2,1,1,1,1,1,3,2,1,1,3,1,1,1,2,2,3,1,1,2,1,3,3,2,3,3,3,2,3,3,3,2,3,1,2,1,2,2,3,2,2
シルク,シルク,シルク,3,3,2,3,4,3,3,3,3,4,2,2,2,3,2,1,1,2,3,2,2,2,1,1,3,1,1,3,1,1,1,1,3,3,2,1,2,3,1,2,4,2,2,2,3,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,5
皺,しわ,シワ,3,3,2,3,4,4,3,4,3,3,3,2,2,3,1,2,4,3,3,2,2,2,1,3,4,2,2,4,1,1,2,3,2,2,2,3,1,4,2,2,4,3,3,2,3,3,3,2,3,3,3,3,2,4,2,1,4,4,1,1,3
シン,シン,シン,3,3,3,3,4,3,4,4,3,3,2,2,3,3,3,4,1,3,2,1,4,4,1,1,3,2,2,3,4,4,2,4,3,3,3,1,4,1,2,4,4,4,3,2,3,3,2,3,3,3,3,3,4,1,4,3,3,1,3,4,3
新婚,しんこん,シンコン,3,3,2,3,4,3,3,3,3,2,3,4,3,2,2,2,3,2,3,2,2,3,1,3,3,2,2,3,2,2,2,2,3,3,2,3,1,2,2,2,1,2,3,3,3,3,4,2,3,3,3,3,2,3,2,1,3,3,2,1,2
シンタニ,しんたに,シンタニ,3,3,2,3,4,3,3,3,2,3,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
シンポジウム,シンポジウム,シンポジウム,3,1,2,4,4,3,3,3,2,2,2,4,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,3,4,2,3,3,3,3,3,3,3,1,1,1,1,1,1,2,3,2
診療,しんりょう,シンリョウ,3,1,3,4,4,3,3,3,2,3,2,4,3,3,3,2,2,3,4,2,2,3,1,3,2,2,2,3,2,2,2,2,3,3,4,2,1,2,1,1,1,2,3,3,4,3,3,3,3,3,3,3,2,2,2,1,3,2,4,3,3
実物,じつぶつ,ジツブツ,3,3,3,3,4,4,4,3,3,3,3,2,2,3,2,2,3,2,3,2,2,3,1,3,2,2,2,3,2,2,2,2,2,2,3,3,1,2,2,2,1,3,3,3,2,3,3,3,4,3,3,3,3,3,2,3,2,3,2,3,3
自販,じはん,ジハン,3,3,3,3,4,4,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,2,1,2,1,2,3,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,2,1
ジャクチュウ,じゃくちゅう,ジャクチュウ,3,3,2,3,4,3,3,3,4,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ジャック,ジャック,ジャック,3,3,2,3,4,3,3,3,2,4,2,2,3,2,4,4,1,2,3,1,4,1,1,1,3,4,3,3,4,4,3,2,5,5,3,1,5,1,3,4,4,2,2,2,2,2,2,2,2,2,2,3,1,2,4,1,3,2,4,4,3
重大,じゅうだい,ジュウダイ,3,3,2,3,4,3,3,3,2,2,4,2,3,3,3,3,4,3,4,3,3,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,1,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3
熟女,じゅくじょ,ジュクジョ,3,3,2,3,4,3,3,3,4,2,2,2,2,3,1,2,1,1,3,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1
ジユウガオカ,じゆうがおか,ジユウガオカ,3,3,2,3,4,3,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ジョウトウ,ジョウトウ,ジョウトウ,3,3,3,4,4,4,3,3,2,3,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
