word,hiragana,katakana,combined_rank,small_talk_rank,consultation_rank,meeting_rank,class_rank,outdoors_rank,school_rank,transportation_rank,public_commercial_rank,home_rank,indoors_rank,workplace_rank,male_rank,female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
け,け,ケ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,3,3,5,5,4,5,5,4,5,5,1,4,4,4,5,5,5,4,1,2,4,4,5,1,5,4,4,4,4,4,4,5,5,5,4,5,1,5,4,4,1,4,4,4
ず,ず,ズ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,1,4,5,5,1,5,5,1,4,4,3,1,5,5,5,1,3,1,3,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,1,3
多分,たぶん,タブン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,5,5,5,5,4,4,1,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,2,5,4,4,4,5,1,5,5
もの,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,3,2,2,3,3,4,5,5,5,4,5,1,5,5,5,1,5,5,5
まで,まで,マデ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5
ほら,ほら,ホラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,3,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,3,1,1,4,5,5,5,3,4,3,3,5,4,4,5,5,4,3,3,1,5,4,5,1,1,4,5
結構,けっこう,ケッコウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,1,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,5,2,5,5
彼の,あの,アノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5
たり,たり,タリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5
大丈夫,だいじょうぶ,ダイジョウブ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,4,1,4,4,5,4,4,4,5,5,5,5,2,5,5,5,5,5,2,5,5
そんな,そんな,ソンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5
此方,こっち,コッチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,2,5,4,1,1,5,5,5,1,2,5,5,5,4,5,5,5,5,5,5,2,5,5,4,2,5,2,5,1
入れる,いれる,イレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
駄目,だめ,ダメ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,5,4,4,1,5,4,5,5,5,5,5,4,5,5,4,4,5,1,4,5,5,1,2,5,4,5,4,4,5,5,5,5,5,2,5,4,4,4,5,2,3,4
呉れる,くれる,クレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,4,5,5
五,ご,ゴ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,1,1,5,1,1,5,5,5,5,4,4,4,5,4,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,4
はあ,はあ,ハア,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,2,5,5,5,1,5,4,5,5,4,5,5,5,5,2,1,2,1,1,4,5,5,1,1,4,4,4,4,4,5,5,5,5,4,2,1,5,4,4,1,1,3,3
や,や,ヤ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5
四,よん,ヨン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,2,1,1,5,1,1,5,3,3,3,5,4,4,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4
えー,えー,エー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,3,1,4,4,1,5,3,5,5,1,4,4,4,4,4,4,3,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,4,1,1,4,4,4,1,1,5,5
家,いえ,イエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
わ,わ,ワ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,1,5,5,5,1,5,5,5
成る程,なるほど,ナルホド,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,2,2,5,5,5,5,2,4,3,4,4,4,4,5,5,5,3,1,5,5,5,5,5,2,4,1
つ,つ,ツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
気,き,キ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
余り,あまり,アマリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,1,2,2,5,4,4,4,5,4,2,2,2,3,3,3,4,4,1,1,5,2,5,3,5,5,5,5,5,5,5,5,5,5,4,5,2,3,4,5,3,4,3
円,えん,エン,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,1,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,4,2,5,5,4,5,5,5,4,5,4,5,5,5,4,4,3,5,4,5,5,5
二十,はたち,ハタチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,3,2,1,1,1,1,1,1,1,5,1,1,2,1,3,3,1,1,1,5,2,2,2,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,3,1,1,3
とく,とく,トク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,4,4,1,5,5,5,5,4,5,5,4,5,5,5,5,1,1,3,1,1,1,2,5,4,5,5,4,5,4,4,5,5,5,4,4,4,1,5,4,4,1,3,4,5
おお,おお,オオ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,3,3,1,5,4,1,5,4,5,5,5,5,5,5,5,5,4,3,1,2,1,4,5,5,5,2,3,3,2,2,2,2,2,2,4,4,1,5,4,4,1,4,4,5
んー,んー,ンー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,1,1,3,1,5,1,5,5,1,3,3,4,1,3,3,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,1,1,1,4
別,べつ,ベツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
彼処,あそこ,アソコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,1,1,4,5,5,5,2,4,4,4,4,4,5,5,4,4,3,2,4,5,5,4,5,1,4,4
日,ひ,ヒ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
知れる,しれる,シレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,1,1,1,4,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,4
てく,てく,テク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,3,3,1,3,5,5,5,2,5,5,4,5,5,5,3,1,1,1,1,1,1,2,3,1,5,5,4,5,4,4,5,5,5,5,4,3,1,3,4,4,1,1,2,5
あれ,あれ,アレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,3,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,1,5,5,5,1,2,5,5
有り難う,ありがとう,アリガトウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,4,5,5,5,5,1,5,4,5,5,5,5,5,5,5,2,2,2,5,4,4,5,5,5,2,4,4,4,4,4,4,3,5,5,5,2,1,5,3,5,1,3,5,2
しか,しか,シカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5
何時,なんじ,ナンジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,1,2,2,5,5,2,5,5,1,2,2,2,2,4,4,3,3,1,1,5,4,2,1,5,4,5,5,5,5,5,5,5,5,1,5,2,3,3,5,1,1,3
返る,かえる,カエル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,5,4,3,3,5,5,4,5,5,1,3,3,3,4,1,1,3,3,1,5,3,3,4,4,5,4,5,4,5,5,5,4,5,5,4,5,3,3,4,5,2,4,4
られる,られる,ラレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,4,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5
六,ろく,ロク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,2,1,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4
下さる,くださる,クダサル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,4,4,5,5,5,5,5,5,3,3,4,5,1,1,3,5,1,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,2,5,5
八,はち,ハチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,1,5,1,1,5,1,1,2,5,3,3,5,4,2,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4
ちゃんと,ちゃんと,チャント,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,1,5,4,5,4,5,5,5,4,5,5,2,5,5,5,5,5,2,5,5
ずっと,ずっと,ズット,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,3,5,5,4,5,5,3,5,5
頂く,いただく,イタダク,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,1,5,5,5,4,4,5,5,4,5,5,5,4,4,4,4,1,1,3,5,1,5,5,4,5,2,5,5,5,4,5,5,5,5,5,5,2,5,4,4,4,5,2,5,5
御免,ごめん,ゴメン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,3,3,5,2,2,1,5,3,5,5,5,3,3,2,3,4,3,2,2,1,4,5,2,5,2,4,4,4,5,4,5,5,5,4,5,2,5,2,3,3,5,2,4,1
御座る,ござる,ゴザル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,3,5,5,5,5,3,5,5,5,5,5,5,2,1,1,2,4,1,3,4,5,5,2,5,5,5,4,5,5,5,5,5,5,2,5,5,5,3,5,2,5,3
日本,にほん,ニホン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,2,5,5,5,5,4,5,5,5,5,5,5,5,1,5,3,5,1,5,5,5
百,ひゃく,ヒャク,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,1,5,1,1,5,1,1,1,5,4,4,5,4,1,4,3,4,3,5,5,5,5,5,5,5,4,4,5,4,5,4,4,3,5,4,5,4,3
こんな,こんな,コンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5
やばい,やばい,ヤバイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,3,3,5,3,4,4,5,2,5,4,3,5,5,4,4,1,1,3,1,1,3,4,4,1,2,3,3,4,3,4,3,3,5,4,4,1,4,3,1,3,5,1,5,5
より,より,ヨリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
何方,どなた,ドナタ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,4,5,4,3,4,5,5,3,5,5,1,3,3,3,3,4,4,3,1,1,3,5,3,4,1,5,5,5,4,5,5,5,5,5,5,1,5,3,1,3,5,1,2,1
らしい,らしい,ラシイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,2,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
なんか,なんか,ナンカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,1,2,5,5
下,した,シタ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
せる,せる,セル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5
目茶,めちゃ,メチャ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,3,2,1,2,3,4,1,3,4,2,2,2,3,1,2,2,1,1,2,1,2,1,3,1,1,1,1,1,1,3,1,1,1,5,1,3,1,1,1,4,1,1,3
もっと,もっと,モット,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5
さっき,さっき,サッキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,4,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,5,5,5,2,5,5,5,4,4,5,5,5,5,4,2,5,5,4,5,5,1,5,5
色んな,いろんな,イロンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,4,4,4,3,3,5,4,2,4,4,4,2,2,3,4,4,4,3,4,1,4,4,3,5,1,5,5,5,4,5,5,5,4,5,4,1,4,3,4,3,4,2,4,5
等,とう,トウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,3,3,5,5,4,5,5,4,3,3,3,3,5,5,5,4,5,1,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
三十,さんじゅう,サンジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,5,1,2,1,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,3,1,1,3
御前,ごぜん,ゴゼン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,5,4,4,2,2,5,5,3,5,5,3,3,3,1,2,2,2,2,2,1,5,3,2,1,4,4,4,5,4,4,4,5,4,5,5,4,5,2,1,3,5,2,3,2
あー,あー,アー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,1,4,5,4,1,5,4,5,5,1,5,5,5,5,4,4,4,1,1,4,4,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,4,4,1,2,5,5
ながら,ながら,ナガラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,1,5,5,5
七,なな,ナナ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,1,5,1,1,5,1,1,1,4,4,4,5,4,3,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,5,5,4,4
なんて,なんて,ナンテ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,2,1,5,5,5,1,3,5,5
ママ,ママ,ママ,5,5,5,4,4,5,3,5,5,5,5,5,5,5,3,5,1,4,4,5,5,5,1,1,4,1,1,4,5,5,5,4,5,5,4,1,4,4,4,5,5,1,3,3,4,3,3,3,3,4,3,5,2,3,5,4,4,4,3,3,4
どうぞ,どうぞ,ドウゾ,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,1,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,1,1,4,5,5,5,3,4,4,4,4,4,4,4,5,4,4,2,4,5,4,4,5,1,4,5
まじ,まじ,マジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,3,3,5,4,3,4,5,3,5,5,4,3,3,3,4,3,3,2,1,1,3,2,3,1,4,2,1,2,2,2,2,2,2,2,4,4,4,4,3,3,5,3,4,4
此の間,このあいだ,コノアイダ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,2,1,1,1,1,3,1,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,4,3,4,4,4,4,5,3,3,3,1,2,1,1,1,3,1,1,1
九,きゅう,キュウ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,3,3,2,5,1,1,5,2,2,2,4,3,3,5,4,2,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,3
目,め,メ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
婆,ばば,ババ,5,5,5,4,5,5,4,5,5,5,5,4,5,5,2,3,4,4,4,2,3,3,3,5,4,4,4,1,3,3,3,2,3,3,2,2,2,3,3,3,1,3,4,3,5,4,5,4,5,5,4,4,3,4,3,1,4,4,2,4,3
奇麗,きれい,キレイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,3,5,5,4,2,2,5,5,2,4,5,5,3,3,3,4,2,2,2,2,1,3,4,3,5,4,5,4,5,5,5,5,5,5,5,5,3,5,2,3,2,5,2,4,1
おっ,おっ,オッ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,2,3,1,5,5,1,5,3,5,5,1,5,5,5,5,4,4,4,1,1,1,5,5,1,3,2,2,3,2,2,2,2,2,2,3,2,1,5,3,4,1,1,4,5
唯,ただ,タダ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,3,2,5,5,3,5,5,5,3,3,5,3,3,3,2,2,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,3,5,3,5,4,5,3,5,1
御飯,ごはん,ゴハン,5,5,5,4,4,5,4,5,5,5,5,5,5,5,1,3,4,4,4,4,2,2,1,4,3,4,4,1,3,4,2,4,2,2,2,2,1,3,4,2,4,3,4,3,5,4,4,4,5,4,5,4,2,4,2,1,2,5,2,3,1
先ず,まず,マズ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,3,3,3,1,5,5,5,2,5,3,5,5,5,4,5,5,5,5,5,5,4,5,5,5,3,5,4,3,3
あら,あら,アラ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,1,3,3,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,4,1,1,4,5,5,5,4,4,4,3,4,3,4,5,5,5,3,4,1,5,4,4,1,3,3,4
オーケー,オーケー,オーケー,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,4,4,1,4,4,1,1,2,1,1,3,4,4,4,2,4,4,1,3,1,1,4,5,4,1,4,4,4,4,3,4,4,5,3,4,1,4,4,3,2,4,1,2,3
若し,もし,モシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,3,5,5,2,5,5,5,3,3,2,5,5,5,2,1,4,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,5,5,5,3,5,3,5,2
何れ,どれ,ドレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,2,2,2,2,1,3,4,5,5,3,5,5,5,4,5,5,5,5,5,5,2,5,5,4,2,5,2,5,1
手,て,テ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5
五十,ごじゅう,ゴジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,4,1,2,2,1,5,5,5,5,5,5,4,5,5,3,1,4,1,1,4,3,1,1,2
痛い,いたい,イタイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,4,3,4,3,5,4,4,4,5,4,5,4,3,5,5,4,5,5,2,5,5
会社,かいしゃ,カイシャ,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,4,4,5,4,4,4,3,5,5,5,4,3,5,4,4,1,5,5,4,5,5,5,5,5,5,5,5,5,4,5,1,5,4,5,5,5
其方,そっち,ソッチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,1,1,4,5,5,5,2,5,4,5,4,5,4,5,5,5,4,2,5,5,4,4,5,1,5,4
パパ,パパ,パパ,5,5,5,3,4,5,4,5,5,5,5,4,5,5,2,5,1,3,4,5,5,5,1,1,4,1,1,3,4,4,4,4,5,5,4,1,3,4,4,5,5,1,3,2,3,3,3,4,3,3,3,4,1,3,5,1,4,4,3,3,3
取り敢えず,とりあえず,トリアエズ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,4,1,4,4,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,1,4,5,5,5,1,5,4,5,4,4,4,5,5,5,5,2,5,4,5,2,5,2,2,2
急度,きっと,キット,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,1,1,1,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,4,5,5,5,5,4,1,5,1,1,1,5,1,1,1
よいしょ,よいしょ,ヨイショ,5,5,5,4,5,5,4,5,5,5,5,5,5,5,1,5,1,1,1,4,4,4,1,4,1,4,4,2,4,4,4,3,2,3,1,4,1,2,4,4,4,1,4,4,2,4,4,4,4,4,4,2,1,1,4,1,1,1,1,3,4
為さる,なさる,ナサル,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,2,1,4,4,5,5,4,5,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,3,4,5
頑張る,がんばる,ガンバル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,1,1,3,5,1,2,5,5,5,2,5,4,5,4,5,4,5,4,5,5,2,5,5,5,4,5,2,5,5
