word,hiragana,katakana,ANIME_JDRAMA_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
横取り,よこどり,ヨコドリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,2,3,3,2,2,3,3,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,2,1,1,1
洗濯物,せんたくもの,センタクモノ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2
違和感,いわかん,イワカン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,1,3,1,1,1,1,1,1,4,1,1,3,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,3,4,2,3,3
靴下,くつした,クツシタ,3,4,4,4,4,4,4,3,4,4,4,2,4,3,4,1,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,4,1,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3
平成,へいせい,ヘイセイ,3,4,4,4,4,4,4,3,4,4,3,5,4,4,4,5,1,5,5,3,2,1,1,2,1,2,3,1,1,2,1,1,1,5,2,3,3,1,2,1,4,4,4,5,4,5,4,4,4,5,1,2,3,3,4,1,5,5,4
弘,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,4,2,1
消せる,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,4,4,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,3,2
疾風,しっぷう,シップウ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,3,1,1,1,1,1,1,2,3,1,3,3,3,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,1,4,2,2,2,2,1,1
約束どおり,やくそくどおり,ヤクソクドオリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
続行,ぞっこう,ゾッコウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,1,2,2,3,3,3,2,3,2,2,3,3,2,3,3,3,2,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,3,3,2,2
繰り出す,くりだす,クリダス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,3,3,3,2,3,1,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,4,3,2,2
脇,わき,ワキ,3,4,4,4,3,4,4,3,5,3,4,4,3,4,4,3,4,3,4,3,3,3,3,4,2,3,4,2,2,3,4,3,3,3,4,1,4,3,3,4,3,3,4,3,3,4,4,3,3,3,4,3,1,4,3,4,3,3,3
ゴング,ゴング,ゴング,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,3,3,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2
マジカル,マジカル,マジカル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1,2,2,2,1,1,1,1,3,3,1,1,1,3,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,2,2,1,1
休暇,きゅうか,キュウカ,3,3,2,3,4,4,4,3,3,2,2,3,4,3,3,3,3,3,4,3,4,4,4,3,3,2,3,3,3,2,2,4,4,3,2,1,3,3,2,1,3,2,3,3,3,2,3,3,3,3,3,4,1,3,3,3,3,2,3
泣かせる,なかせる,ナカセル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
結末,けつまつ,ケツマツ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,1,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,4,2,2,2
魔族,まぞく,マゾク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,3,3,1,4,1,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,2,1,4,1,2,1,1,1
ガッツ,ガッツ,ガッツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,3,3,3,1,2,2,3,2,1,2
こなす,こなす,コナス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,3,3,1,3,1,1,4,4,4,3,4,1,1,3,1,1,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,1,3,3,3
しいる,しいる,シイル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,3,3,3,4,3,2,2,3,3,2,3,1,1,2,2,1,5,3,2,4,3,3,3,3,3,2,3,3,3,2,3,3,3,3,1,3,2,2,3
上がり,あがり,アガリ,3,3,3,2,4,4,3,3,3,3,3,2,3,3,2,3,1,2,3,1,3,2,2,2,3,2,1,2,2,2,3,2,2,4,3,1,1,3,3,3,2,2,2,2,2,4,2,2,2,2,2,2,1,2,4,3,2,2,3
出版,しゅっぱん,シュッパン,3,4,3,3,4,5,3,3,3,4,3,2,4,4,3,5,4,4,4,3,3,3,3,4,2,3,4,2,2,3,1,3,3,4,2,4,4,2,2,1,4,4,4,4,3,4,4,4,3,4,2,3,1,4,4,2,5,4,4
彗星,すいせい,スイセイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,3,3,2
懸かる,かかる,カカル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3,3,1,5,1,1,5,3,3,2,2,1,1,4,1,1,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,1,4,5,5
末次,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
週末,しゅうまつ,シュウマツ,3,4,4,3,4,4,3,3,3,4,3,2,4,3,4,3,1,3,4,3,4,4,4,2,2,3,3,2,2,3,3,4,4,4,3,2,2,3,3,1,3,2,4,3,4,4,3,3,5,4,2,4,1,3,4,3,3,3,3
黄色,きいろ,キイロ,3,4,4,5,4,4,5,4,3,4,5,4,4,4,4,3,4,3,3,2,3,3,3,3,2,3,4,2,3,3,2,4,4,3,3,3,2,2,3,1,4,4,4,4,4,3,3,4,3,3,3,3,1,3,3,3,3,4,4
お陰,おかげ,オカゲ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,3,1,2,1,1,5,2,3,3,4,3,3,3,3,1,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,3,2,2
カッ,カッ,カッ,3,4,4,5,4,4,3,5,4,4,4,2,3,4,4,2,1,1,1,1,3,2,1,3,2,1,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,2,2,2
しつける,しつける,シツケル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,3,2,2,2,2,1,1,1,4,1,1,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1
バーニング,バーニング,バーニング,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1
並み,なみ,ナミ,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,1,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,1,3,3,2,3,3,3,3,4,3,3,4,4,3,1,3,3,4,3,3,3
射殺,しゃさつ,シャサツ,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,3,2,1,2,3,3,3,3,3,2,1,3,2,2,1,2,3,3,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,3,3,2,3,2,3,1,1
忍ぶ,しのぶ,シノブ,3,2,2,2,3,4,3,4,3,2,2,2,2,2,2,2,1,2,2,4,2,2,2,4,2,2,3,2,2,2,3,1,1,2,3,2,4,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,2
田口,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,2
称号,しょうごう,ショウゴウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,2,4,2,2
連絡先,れんらくさき,レンラクサキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2
黒木,くろき,クロキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,1,2,1,1,2,2,2,4,4,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,1,2
イマジン,イマジン,イマジン,3,2,3,2,3,4,4,3,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
ポジション,ポジション,ポジション,3,4,4,4,3,4,3,4,3,4,3,2,4,3,4,4,1,2,3,2,3,3,1,2,1,1,2,3,3,3,3,2,3,3,2,2,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,4,4,4
中華,ちゅうか,チュウカ,3,4,4,3,3,4,3,3,5,4,4,4,3,4,4,4,2,3,3,3,3,1,1,2,3,3,3,3,3,3,2,3,3,3,2,1,2,2,3,3,4,3,4,4,3,3,3,3,4,4,1,3,1,3,3,1,4,3,3
何事も,なにごとも,ナニゴトモ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
厳重,げんじゅう,ゲンジュウ,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,2,4,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,1,3,3,3,1,2,2,2,2,2,4,2,2,2,2,3,3,4,3,2,3,2,2,2
名人,めいじん,メイジン,3,2,2,2,3,4,4,3,3,2,2,2,2,2,3,3,4,2,2,2,3,3,3,3,2,3,3,2,2,3,2,2,2,3,1,2,3,2,3,1,3,2,4,3,3,3,3,3,3,3,2,3,1,2,2,2,3,2,3
場面,ばめん,バメン,3,4,3,3,4,4,3,4,3,3,4,2,4,4,3,4,4,4,4,2,3,3,3,4,3,3,4,3,3,3,4,3,3,4,4,1,4,3,3,1,4,5,4,4,5,5,4,4,4,4,4,3,1,4,4,4,4,5,4
封鎖,ふうさ,フウサ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,4,4,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,2,3,3,4,2,3,3,3,2,3
征服,せいふく,セイフク,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,1,3,2,3,1,3,3,3,3,3,2,3,3,3,2,3,3,1,3,3,3,3,3,2
操,みさお,ミサオ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,3,2,2,2,2,2,3,2,2,2,2,4,4,2,2,1,3,2,4,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,2,2,3,1,1
格,かく,カク,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,4,4,2,2,2,2,3,3,3,4,2,3,4,4,2,3,2,2,3,3,2,3,3,3,5,5,5,3,4,4,5,4,4,4,3,4,4,3,3,4,3,4,2,2
破壊力,はかいりょく,ハカイリョク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,2
見極める,みきわめる,ミキワメル,3,2,2,3,3,4,3,4,3,2,2,3,2,2,2,1,1,2,4,3,3,3,3,2,3,2,2,3,3,2,3,1,1,2,3,1,2,3,3,1,3,3,3,3,3,2,3,3,3,2,3,3,1,3,2,3,2,3,3
長屋,ながや,ナガヤ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,3,1,1,1,3,1,1,3,1,1,1,3,1,1,2,1,1,3,1,2,1,2,2,3,2,2,3,2,2,2,1,2,1,1,3,1,1,2,1,1
隠居,いんきょ,インキョ,3,3,3,2,3,4,3,3,3,3,2,3,3,3,2,3,4,2,2,3,2,2,2,3,2,1,3,2,2,1,2,2,2,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,2,2,3,1,1
ウルフ,ウルフ,ウルフ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,3,1,2,1,1,2,2,2,1,1,3,3,2,1,4,2,2,3,3,1,1,1,1,1,1,1,1,1,2,4,3,1,3,2,1,3,2,2
スタジアム,スタジアム,スタジアム,3,3,4,2,3,4,4,3,4,4,3,3,3,4,3,4,1,2,3,1,3,3,1,2,1,1,2,1,1,2,1,3,2,3,2,5,1,2,2,3,2,2,3,2,2,2,2,2,2,3,1,3,1,1,3,1,4,2,3
ダイヤモンド,ダイヤモンド,ダイヤモンド,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,2,3,2,3,3,1,3,1,1,3,3,3,3,2,3,3,3,2,4,3,2,3,4,2,2,2,2,2,3,2,2,2,3,2,3,1,2,3,2,3,2,3
ドグマ,ドグマ,ドグマ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
久美,くみ,クミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1,1
宇佐見,うさみ,ウサミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
差す,さす,サス,3,4,4,4,4,5,5,5,5,4,4,5,4,4,4,2,1,4,4,2,3,3,3,4,3,3,4,3,3,3,4,2,2,2,3,1,4,2,3,1,4,4,4,4,4,4,4,4,4,4,5,3,3,4,2,5,2,3,3
形跡,けいせき,ケイセキ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,3,2,1,1,3,3,2,1,2,1,2,2,2,2,2,2,2,1,3,3,3,2,2,3,1,2,2
教,きょう,キョウ,3,3,3,2,3,4,3,3,3,3,4,2,2,3,3,5,5,4,2,3,3,4,4,4,3,3,4,3,3,3,2,4,4,3,2,3,4,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,3
発信,はっしん,ハッシン,3,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,2,4,4,4,2,1,2,3,2,1,4,4,3,3,3,4,3,3,5,4,2,3,4,3,4,3,3,4,4
神山,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,2,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,2
閉ざす,とざす,トザス,3,2,2,2,3,4,3,3,3,2,3,3,2,3,2,1,1,2,2,3,3,3,3,3,3,2,4,3,4,2,4,1,1,1,3,1,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,1,4,2,2,2
コック,コック,コック,3,3,3,2,3,4,3,3,3,4,2,4,2,2,4,2,1,1,2,1,3,3,1,2,1,1,3,3,4,2,1,3,3,2,1,2,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,2,2
シード,シード,シード,3,3,3,3,3,4,3,3,3,3,3,4,2,3,3,3,1,1,2,2,2,3,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,3,2,2
だまる,だまる,ダマル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,2,5,4,5,5,5,3,3,2,2,1,1,1,4,1,5,2,2,4,3,3,4,3,3,4,5,3,4,3,5,2,4,3,2,5,2,3,3
ヤス,ヤス,ヤス,3,2,3,2,3,4,3,3,3,2,2,4,2,2,3,1,1,1,1,1,2,1,1,2,1,3,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,1,2,2,1
わたる,わたる,ワタル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,4,3,3,4,4,4,4,5,3,3,3,3,1,1,2,3,2,5,3,3,4,4,4,5,5,4,5,4,4,4,4,4,3,4,4,3,4,3,3,4
乗客,じょうきゃく,ジョウキャク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,3,3,3,3,3,2,2,4,2,2,2,2,4,4,3,3,2,3,2,3,1,3,3,3,3,3,3,3,3,3,2,2,3,1,3,3,2,3,2,3
向け,むけ,ムケ,3,4,4,4,5,4,3,3,4,4,3,4,4,4,4,5,1,3,5,1,3,3,3,3,2,3,1,2,2,3,3,4,4,5,4,1,1,3,1,1,4,3,4,4,4,3,3,3,4,4,4,3,3,3,5,3,5,4,4
声かけ,こえかけ,コエカケ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
拠点,きょてん,キョテン,3,3,3,3,3,4,3,4,4,4,3,2,2,3,3,4,1,3,4,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,1,3,3,3,3,2,3,2,2,2,3,4,3,4,3,3,3,4,4,4
数学,すうがく,スウガク,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,4,3,3,3,1,4,4,4,4,3,4,4,5,3,4,2,3,1,3,4,3,4,4,4
松原,まつばら,マツバラ,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,3,3,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2
湯川,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1
質,しつ,シツ,3,4,4,3,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,4,2,3,3,3,2,4,4,4,4,3,3,4,4,4,4,4,3,1,4,4,4,4,4,4
魏,ぎ,ギ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,4,1,3,1,1,2,4,4,3,3,4,4,2,1,3,3,4,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,3,1,4,2,2
鳴く,なく,ナク,3,4,4,3,3,4,5,3,3,2,3,4,2,3,4,5,1,3,3,5,3,3,3,3,2,3,4,2,3,3,3,4,4,2,4,1,5,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,1,4,2,4,2,2,3
あやめ,あやめ,アヤメ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,2,2,2,3,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1
がち,がち,ガチ,3,4,4,3,4,4,4,5,3,4,4,3,3,4,4,3,2,1,4,2,3,3,2,4,3,3,4,3,3,3,4,3,3,4,1,1,3,3,1,5,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,3,4,4
バル,バル,バル,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,1,1,2,3,3,3,3,2,3,2,2,3,4,2,1,3,2,3,1,3,3,2,2,3,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,1,3,3,2
まつり,まつり,マツリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,2,2,4,2,4,4,4,4,4,3,3,3,3,3,2,2,2,3,4,3,4,3,5,5,4,4,4,4,4,4,4,2,1,2,3,4,3,3,3
メモリ,メモリ,メモリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,2,1,1,1,1,1,1,1,2,2,3,3,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,1,3,3,3
一刻,いっこく,イッコク,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,1,4,2,3,2,2,3,3,4,4,3,4,4,4,3,2,3,3,2,3,1,3,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,2,4,1,1,3
収穫,しゅうかく,シュウカク,3,3,3,3,3,4,3,3,4,3,4,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3
川越,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2
焼きそば,やきそば,ヤキソバ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,2,3,3,4,3,1,1,2,3,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2
真紀,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
破棄,はき,ハキ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,3,1,2,3,3,1,2,3,3,2,2,1,2,2,3,1,2,3,2,2,2,2,2,2,2,2,3,2,4,2,3,2,2,5,3
藤子,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1
赤松,あかまつ,アカマツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,4,2,2,2,1,1,2,1,2,2,1,3,1,1
過酷,かこく,カコク,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,1,2,3,2,3,3,3,2,3,2,2,3,3,2,3,3,2,3,3,1,2,3,3,1,3,3,3,3,3,2,3,3,3,2,3,3,4,2,3,3,2,3,3
面目,めんぼく,メンボク,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,4,1,1,2,2,3,3,3,3,2,3,3,3,2,3,2,2,2,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,3,1,1,1
魔術師,まじゅつし,マジュツシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2
麻生,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3
キャリア,キャリア,キャリア,3,3,3,4,3,4,4,3,4,4,3,2,3,3,3,4,1,3,4,3,3,3,1,2,1,1,3,2,2,2,2,4,4,4,1,5,2,2,2,3,4,4,3,3,3,3,3,4,4,4,2,3,1,3,4,2,4,3,3
なので,なので,ナノデ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,3,1,3,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,5,1
