word,hiragana,katakana,ANIME_JDRAMA_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
じゃあ,じゃあ,ジャア,5,2,3,2,3,4,3,3,3,2,3,3,2,2,2,1,1,4,3,5,5,5,1,5,1,1,5,5,5,5,5,5,5,4,1,2,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,5,5
ため,ため,タメ,5,3,3,3,3,4,3,3,3,3,2,3,2,2,3,5,5,5,5,3,5,5,2,5,2,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,2,5,5,5
よい,よい,ヨイ,5,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
出る,でる,デル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
知る,しる,シル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
ら,ら,ラ,5,3,3,4,3,4,3,3,3,2,3,4,2,3,2,5,1,1,5,1,5,5,3,5,3,3,1,5,5,5,5,5,5,5,1,4,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5
あれ,あれ,アレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,2,5,5
ござる,ござる,ゴザル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,2,4,1,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5
という,という,トイウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,1
し,し,シ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
ありがとう,ありがとう,アリガトウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,3,5,5,5,1,5,5,5,5,1,3,5,5
こんな,こんな,コンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
聞く,きく,キク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
どこ,どこ,ドコ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
誰,だれ,ダレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
前,まえ,マエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
大丈夫,だいじょうぶ,ダイジョウブ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5,5
もの,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5
時,とき,トキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
今日,きょう,キョウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
また,また,マタ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
自分,じぶん,ジブン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ねえ,ねえ,ネエ,5,3,3,2,3,4,3,3,3,3,2,4,2,2,3,2,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,5,4,5,5,1,1,4,5
まだ,まだ,マダ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
わかる,わかる,ワカル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
気,き,キ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
みる,みる,ミル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
うわ,うわ,ウワ,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,1,2,2,5,5,5,5,4,5,5,4,5,5,5,5,4,4,3,1,1,3,5,5,5,3,2,3,3,3,3,5,4,5,4,1,5,3,3,4,2,1,5,5
様,さま,サマ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
もらう,もらう,モラウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
おい,おい,オイ,5,5,5,4,4,4,5,4,5,5,5,4,4,5,4,5,4,4,3,2,5,5,5,5,5,5,3,5,5,5,5,5,5,4,3,2,3,5,5,5,3,3,3,3,4,2,4,3,3,4,2,5,4,5,5,2,2,4,5
のに,のに,ノニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,4,5,1
早い,はやい,ハヤイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
中,なか,ナカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
みたい,みたい,ミタイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
だから,だから,ダカラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,1,1,1,5,2,2,5,1,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,5,1
なんか,なんか,ナンカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,2,5,5
うる,うる,ウル,5,2,1,2,3,4,3,3,3,2,2,2,3,2,2,4,1,4,5,5,5,2,2,4,3,3,4,3,3,3,5,1,1,4,4,1,5,4,5,5,5,4,5,5,4,4,5,5,5,4,2,5,3,2,4,3,4,4,3
かも,かも,カモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,5,5,2,3,5,2,2,3,2,2,2,5,2,2,5,1,1,5,5,5,5,2,2,3,2,4,2,2,2,2,3,3,5,1,2,5,3,4,5,2
わけ,わけ,ワケ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
お願い,おねがい,オネガイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,4,1,1,1,1,1,1,5,1,1,5,5,3,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,2,5,5
とき,とき,トキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
もん,もん,モン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,4,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4,3,4,4,3,5,3,4,4,3,4,5,4,5,5,4,3,5,5
話,はなし,ハナシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
力,ちから,チカラ,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5
年,ねん,ネン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ちゃ,ちゃ,チャ,5,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,5,4,3,5,5,5,4,5,4,2,5,5,5,5,5,5,5,4,3,3,5,4,5,4,3,4,5,3,3,3,3,3,3,4,2,5,5,5,5,2,4,5,5
持つ,もつ,モツ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
帰る,かえる,カエル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,5,5,5,1,5,1,1,5,5,5,5,5,1,1,4,5,1,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,1,4,5,5
手,て,テ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5
男,おとこ,オトコ,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
とか,とか,トカ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,5,1,1,5,1,1,2,1,1,1,5,2,2,5,1,4,5,5,5,5,1,1,2,1,1,1,1,1,1,1,2,5,1,2,5,1,3,5,1
方,ほう,ホウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
しまう,しまう,シマウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,3,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
おる,おる,オル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,5,5,4,5,3,3,4,5,5,5,5,1,1,5,3,1,4,4,5,5,3,3,4,3,3,3,3,3,4,3,4,5,5,5,4,4,5,5,5
違う,ちがう,チガウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
やめる,やめる,ヤメル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,5,5,2,5,2,2,1,5,5,5,5,1,1,3,4,1,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,2,3,5,5
ご,ご,ゴ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
うち,うち,ウチ,5,5,5,5,4,4,5,5,4,5,4,4,5,4,5,5,1,1,5,1,5,5,3,5,3,4,5,5,5,5,5,5,5,5,1,4,1,5,5,5,2,1,1,2,2,1,2,2,2,2,2,5,4,5,5,3,5,5,5
すごい,すごい,スゴイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,4,5,5,4,5,5,5,5,1,1,4,5,1,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5
悪い,わるい,ワルイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
あんた,あんた,アンタ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,5,5,1,5,1,1,1,5,5,5,5,5,5,3,1,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,1,2,3,4
まあ,まあ,マア,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,5,5
子,こ,コ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
あぁ,あぁ,アァ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,1,1,1,5,5,5,5,5,5,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,1,1,5,5
入る,はいる,ハイル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
・,・,・,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,5,1,1,1,5,1
日,ひ,ヒ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
より,より,ヨリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
食べる,たべる,タベル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5
死ぬ,しぬ,シヌ,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,3,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,3,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5
そして,そして,ソシテ,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,1,5,5,5
考える,かんがえる,カンガエル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
やつ,やつ,ヤツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,3,5,5
目,め,メ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
はっ,はっ,ハッ,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,1,2,2,1,5,5,5,4,5,5,4,5,5,5,5,3,3,3,1,1,1,5,1,5,2,2,3,2,4,2,2,2,2,3,1,5,4,4,3,1,2,4,4
こっち,こっち,コッチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,1,1,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5
なさる,なさる,ナサル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1,3,2,1,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,2,5,3,4,5
音,おと,オト,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
あと,あと,アト,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
よく,よく,ヨク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,5,5,5,5,3,5,3,3,5,5,5,5,5,5,5,5,4,2,5,5,5,5,3,2,3,3,3,2,3,3,3,3,4,5,5,5,5,4,5,5,5
あいつ,あいつ,アイツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,5,5,3,3,3,3,3,3,4,3,3,3,5,5,5,5,4,5,2,4,4
として,として,トシテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,1
声,こえ,コエ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
使う,つかう,ツカウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
人間,にんげん,ニンゲン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ま,ま,マ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,5,5,4,5,5,3,4,5,5,5,5,5,5,5,4,3,5,3,5,1,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,4,5,5,5
さあ,さあ,サア,5,4,4,4,3,4,5,4,4,4,5,4,3,4,4,1,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,5,5,5,5,4,3,4,4,3,4,4,5,4,4,1,5,5,5,4,2,1,5,5
しか,しか,シカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5
はず,はず,ハズ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,4,4,5,5,4,4,5,4,4,5,5,5,5,5,5,5,4,5,5
心,こころ,ココロ,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5
やっぱり,やっぱり,ヤッパリ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,5,5,5,1,5,1,1,1,5,5,5,5,4,4,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,2,5,5
時間,じかん,ジカン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
仕事,しごと,シゴト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
どうして,どうして,ドウシテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,4,1
ほら,ほら,ホラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,2,1,4,5,5,5,4,3,3,5,4,4,5,5,4,3,2,5,4,5,4,2,4,4,5
何で,なんで,ナンデ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,4,1,1,1,1,1,1,4,1,1,3,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,4,1
ただ,ただ,タダ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5
好き,すき,スキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ええ,ええ,エエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,5,5,5,5,3,5,4,4,5,5,5,5,4,1,5,5,5,5,1,2,4,5
同じ,おなじ,オナジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
