word,frequency,zipf_frequency
kg,8.13e-05,4.91
っけ,8.13e-05,4.91
とっ,8.13e-05,4.91
または,8.13e-05,4.91
やれ,8.13e-05,4.91
よる,8.13e-05,4.91
アイドル,8.13e-05,4.91
セックス,8.13e-05,4.91
ホテル,8.13e-05,4.91
ロシア,8.13e-05,4.91
ヽ,8.13e-05,4.91
不,8.13e-05,4.91
作業,8.13e-05,4.91
値,8.13e-05,4.91
国家,8.13e-05,4.91
多数,8.13e-05,4.91
役,8.13e-05,4.91
戦い,8.13e-05,4.91
残っ,8.13e-05,4.91
消え,8.13e-05,4.91
疲れ,8.13e-05,4.91
祭,8.13e-05,4.91
素敵,8.13e-05,4.91
続ける,8.13e-05,4.91
聞く,8.13e-05,4.91
脳,8.13e-05,4.91
艦,8.13e-05,4.91
行こ,8.13e-05,4.91
行為,8.13e-05,4.91
途中,8.13e-05,4.91
非,8.13e-05,4.91
https,7.94e-05,4.9
°,7.94e-05,4.9
おっぱい,7.94e-05,4.9
たぶん,7.94e-05,4.9
つか,7.94e-05,4.9
ぶり,7.94e-05,4.9
ほんと,7.94e-05,4.9
スタッフ,7.94e-05,4.9
ドイツ,7.94e-05,4.9
仕方,7.94e-05,4.9
入れる,7.94e-05,4.9
制度,7.94e-05,4.9
制限,7.94e-05,4.9
取引,7.94e-05,4.9
国際,7.94e-05,4.9
地方,7.94e-05,4.9
士,7.94e-05,4.9
完成,7.94e-05,4.9
少年,7.94e-05,4.9
強く,7.94e-05,4.9
方向,7.94e-05,4.9
有名,7.94e-05,4.9
本気,7.94e-05,4.9
森,7.94e-05,4.9
生産,7.94e-05,4.9
石,7.94e-05,4.9
自己,7.94e-05,4.9
いれ,7.76e-05,4.89
ちなみに,7.76e-05,4.89
よろしく,7.76e-05,4.89
ドル,7.76e-05,4.89
付き,7.76e-05,4.89
会議,7.76e-05,4.89
健康,7.76e-05,4.89
分かり,7.76e-05,4.89
勝手,7.76e-05,4.89
北,7.76e-05,4.89
北海道,7.76e-05,4.89
半,7.76e-05,4.89
呼ん,7.76e-05,4.89
器,7.76e-05,4.89
外国,7.76e-05,4.89
大量,7.76e-05,4.89
委員,7.76e-05,4.89
左,7.76e-05,4.89
平成,7.76e-05,4.89
当然,7.76e-05,4.89
恋,7.76e-05,4.89
旅,7.76e-05,4.89
特徴,7.76e-05,4.89
送っ,7.76e-05,4.89
選択,7.76e-05,4.89
野球,7.76e-05,4.89
雨,7.76e-05,4.89
食事,7.76e-05,4.89
魔法,7.76e-05,4.89
by,7.59e-05,4.88
dvd,7.59e-05,4.88
tv,7.59e-05,4.88
いら,7.59e-05,4.88
おき,7.59e-05,4.88
かかっ,7.59e-05,4.88
これら,7.59e-05,4.88
どういう,7.59e-05,4.88
に関して,7.59e-05,4.88
ソフト,7.59e-05,4.88
人物,7.59e-05,4.88
低,7.59e-05,4.88
反対,7.59e-05,4.88
名古屋,7.59e-05,4.88
客,7.59e-05,4.88
専用,7.59e-05,4.88
弁護士,7.59e-05,4.88
当,7.59e-05,4.88
意見,7.59e-05,4.88
成長,7.59e-05,4.88
指定,7.59e-05,4.88
採用,7.59e-05,4.88
機関,7.59e-05,4.88
無駄,7.59e-05,4.88
発,7.59e-05,4.88
箱,7.59e-05,4.88
若い,7.59e-05,4.88
製,7.59e-05,4.88
買い,7.59e-05,4.88
赤,7.59e-05,4.88
逮捕,7.59e-05,4.88
郡,7.59e-05,4.88
髪,7.59e-05,4.88
ど,7.41e-05,4.87
わたし,7.41e-05,4.87
スマホ,7.41e-05,4.87
パン,7.41e-05,4.87
ライン,7.41e-05,4.87
ロック,7.41e-05,4.87
予想,7.41e-05,4.87
今後,7.41e-05,4.87
伝え,7.41e-05,4.87
医療,7.41e-05,4.87
南,7.41e-05,4.87
命,7.41e-05,4.87
変化,7.41e-05,4.87
夫,7.41e-05,4.87
新聞,7.41e-05,4.87
特定,7.41e-05,4.87
男子,7.41e-05,4.87
知り,7.41e-05,4.87
編集,7.41e-05,4.87
聞き,7.41e-05,4.87
読む,7.41e-05,4.87
賞,7.41e-05,4.87
通信,7.41e-05,4.87
都,7.41e-05,4.87
集め,7.41e-05,4.87
高く,7.41e-05,4.87
さすが,7.24e-05,4.86
つく,7.24e-05,4.86
といった,7.24e-05,4.86
における,7.24e-05,4.86
ひとつ,7.24e-05,4.86
もらい,7.24e-05,4.86
よい,7.24e-05,4.86
オリジナル,7.24e-05,4.86
カップ,7.24e-05,4.86
テスト,7.24e-05,4.86
ド,7.24e-05,4.86
五,7.24e-05,4.86
制作,7.24e-05,4.86
壁,7.24e-05,4.86
大きい,7.24e-05,4.86
妹,7.24e-05,4.86
席,7.24e-05,4.86
掲載,7.24e-05,4.86
新た,7.24e-05,4.86
条件,7.24e-05,4.86
現場,7.24e-05,4.86
直接,7.24e-05,4.86
福岡,7.24e-05,4.86
耳,7.24e-05,4.86
観光,7.24e-05,4.86
cd,7.08e-05,4.85
co,7.08e-05,4.85
うまく,7.08e-05,4.85
けれど,7.08e-05,4.85
たま,7.08e-05,4.85
クラス,7.08e-05,4.85
コード,7.08e-05,4.85
ランキング,7.08e-05,4.85
レ,7.08e-05,4.85
凄い,7.08e-05,4.85
応援,7.08e-05,4.85
持ち,7.08e-05,4.85
枠,7.08e-05,4.85
治療,7.08e-05,4.85
法律,7.08e-05,4.85
破壊,7.08e-05,4.85
種類,7.08e-05,4.85
級,7.08e-05,4.85
あたり,6.92e-05,4.84
いくつ,6.92e-05,4.84
すでに,6.92e-05,4.84
それでも,6.92e-05,4.84
なさい,6.92e-05,4.84
はじめ,6.92e-05,4.84
もらえ,6.92e-05,4.84
゙,6.92e-05,4.84
ツアー,6.92e-05,4.84
プレイ,6.92e-05,4.84
ホント,6.92e-05,4.84
不安,6.92e-05,4.84
事務所,6.92e-05,4.84
使える,6.92e-05,4.84
動き,6.92e-05,4.84
取り,6.92e-05,4.84
含め,6.92e-05,4.84
小説,6.92e-05,4.84
局,6.92e-05,4.84
州,6.92e-05,4.84
年齢,6.92e-05,4.84
投票,6.92e-05,4.84
旅行,6.92e-05,4.84
機会,6.92e-05,4.84
活躍,6.92e-05,4.84
症,6.92e-05,4.84
美しい,6.92e-05,4.84
趣味,6.92e-05,4.84
隊,6.92e-05,4.84
離れ,6.92e-05,4.84
飲む,6.92e-05,4.84
ぇ,6.76e-05,4.83
おかしい,6.76e-05,4.83
おはよう,6.76e-05,4.83
おめでとう,6.76e-05,4.83
とる,6.76e-05,4.83
コーヒー,6.76e-05,4.83
テーマ,6.76e-05,4.83
トイレ,6.76e-05,4.83
ハイ,6.76e-05,4.83
プレゼント,6.76e-05,4.83
ユーザー,6.76e-05,4.83
丸,6.76e-05,4.83
代わり,6.76e-05,4.83
作ら,6.76e-05,4.83
勝利,6.76e-05,4.83
土,6.76e-05,4.83
地震,6.76e-05,4.83
失礼,6.76e-05,4.83
安定,6.76e-05,4.83
広告,6.76e-05,4.83
早い,6.76e-05,4.83
武器,6.76e-05,4.83
画面,6.76e-05,4.83
社長,6.76e-05,4.83
秋,6.76e-05,4.83
秘密,6.76e-05,4.83
胸,6.76e-05,4.83
装置,6.76e-05,4.83
複数,6.76e-05,4.83
論,6.76e-05,4.83
謎,6.76e-05,4.83
迎え,6.76e-05,4.83
連続,6.76e-05,4.83
都市,6.76e-05,4.83
馬鹿,6.76e-05,4.83
おかげ,6.61e-05,4.82
おっ,6.61e-05,4.82
だめ,6.61e-05,4.82
みよ,6.61e-05,4.82
やはり,6.61e-05,4.82
オレ,6.61e-05,4.82
サッカー,6.61e-05,4.82
例えば,6.61e-05,4.82
処理,6.61e-05,4.82
及び,6.61e-05,4.82
受ける,6.61e-05,4.82
常に,6.61e-05,4.82
捨て,6.61e-05,4.82
描い,6.61e-05,4.82
株式会社,6.61e-05,4.82
正しい,6.61e-05,4.82
満足,6.61e-05,4.82
生徒,6.61e-05,4.82
科,6.61e-05,4.82
笑っ,6.61e-05,4.82
米国,6.61e-05,4.82
紙,6.61e-05,4.82
練習,6.61e-05,4.82
費,6.61e-05,4.82
違っ,6.61e-05,4.82
食,6.61e-05,4.82
for,6.46e-05,4.81
mm,6.46e-05,4.81
あげる,6.46e-05,4.81
いずれ,6.46e-05,4.81
っぽい,6.46e-05,4.81
やっぱ,6.46e-05,4.81
ゆっくり,6.46e-05,4.81
ジョン,6.46e-05,4.81
スタート,6.46e-05,4.81
ママ,6.46e-05,4.81
メッセージ,6.46e-05,4.81
メディア,6.46e-05,4.81
メーカー,6.46e-05,4.81
主張,6.46e-05,4.81
会場,6.46e-05,4.81
会話,6.46e-05,4.81
作戦,6.46e-05,4.81
制,6.46e-05,4.81
加え,6.46e-05,4.81
同様,6.46e-05,4.81
団体,6.46e-05,4.81
定期,6.46e-05,4.81
導入,6.46e-05,4.81
市場,6.46e-05,4.81
弟,6.46e-05,4.81
杯,6.46e-05,4.81
様々,6.46e-05,4.81
横,6.46e-05,4.81
決まっ,6.46e-05,4.81
物語,6.46e-05,4.81
申し訳,6.46e-05,4.81
瞬間,6.46e-05,4.81
罪,6.46e-05,4.81
選ん,6.46e-05,4.81
電子,6.46e-05,4.81
電気,6.46e-05,4.81
いくら,6.31e-05,4.8
ぉ,6.31e-05,4.8
てん,6.31e-05,4.8
とにかく,6.31e-05,4.8
ふ,6.31e-05,4.8
コース,6.31e-05,4.8
ビル,6.31e-05,4.8
フランス,6.31e-05,4.8
ブラック,6.31e-05,4.8
会っ,6.31e-05,4.8
公演,6.31e-05,4.8
合,6.31e-05,4.8
地元,6.31e-05,4.8
報道,6.31e-05,4.8
変わる,6.31e-05,4.8
天,6.31e-05,4.8
小さい,6.31e-05,4.8
小さな,6.31e-05,4.8
川,6.31e-05,4.8
市民,6.31e-05,4.8
帰り,6.31e-05,4.8
感覚,6.31e-05,4.8
戻っ,6.31e-05,4.8
指導,6.31e-05,4.8
操作,6.31e-05,4.8
普段,6.31e-05,4.8
横浜,6.31e-05,4.8
現代,6.31e-05,4.8
禁止,6.31e-05,4.8
総,6.31e-05,4.8
自体,6.31e-05,4.8
遊び,6.31e-05,4.8
集,6.31e-05,4.8
首,6.31e-05,4.8
あるいは,6.17e-05,4.79
がっ,6.17e-05,4.79
べ,6.17e-05,4.79
アクセス,6.17e-05,4.79
サイズ,6.17e-05,4.79
スタイル,6.17e-05,4.79
バンド,6.17e-05,4.79
フリー,6.17e-05,4.79
メイン,6.17e-05,4.79
付い,6.17e-05,4.79
体験,6.17e-05,4.79
借り,6.17e-05,4.79
兄,6.17e-05,4.79
八,6.17e-05,4.79
冬,6.17e-05,4.79
売っ,6.17e-05,4.79
安,6.17e-05,4.79
安い,6.17e-05,4.79
平和,6.17e-05,4.79
広島,6.17e-05,4.79
思い出し,6.17e-05,4.79
最,6.17e-05,4.79
条,6.17e-05,4.79
機械,6.17e-05,4.79
殺し,6.17e-05,4.79
穴,6.17e-05,4.79
聞か,6.17e-05,4.79
舞台,6.17e-05,4.79
設置,6.17e-05,4.79
雰囲気,6.17e-05,4.79
頂き,6.17e-05,4.79
on,6.03e-05,4.78
z,6.03e-05,4.78
かしら,6.03e-05,4.78
すら,6.03e-05,4.78
そこで,6.03e-05,4.78
そろそろ,6.03e-05,4.78
っと,6.03e-05,4.78
なるほど,6.03e-05,4.78
ものの,6.03e-05,4.78
スマ,6.03e-05,4.78
信頼,6.03e-05,4.78
切れ,6.03e-05,4.78
勝ち,6.03e-05,4.78
募集,6.03e-05,4.78
半分,6.03e-05,4.78
友,6.03e-05,4.78
始まっ,6.03e-05,4.78
店舗,6.03e-05,4.78
感情,6.03e-05,4.78
批判,6.03e-05,4.78
既に,6.03e-05,4.78
旧,6.03e-05,4.78
業務,6.03e-05,4.78
業界,6.03e-05,4.78
無し,6.03e-05,4.78
発言,6.03e-05,4.78
相当,6.03e-05,4.78
相談,6.03e-05,4.78
維持,6.03e-05,4.78
表,6.03e-05,4.78
西,6.03e-05,4.78
要素,6.03e-05,4.78
視聴,6.03e-05,4.78
解説,6.03e-05,4.78
言える,6.03e-05,4.78
設計,6.03e-05,4.78
試験,6.03e-05,4.78
距離,6.03e-05,4.78
身体,6.03e-05,4.78
雑誌,6.03e-05,4.78
青,6.03e-05,4.78
id,5.89e-05,4.77
iphone,5.89e-05,4.77
is,5.89e-05,4.77
かつ,5.89e-05,4.77
こんなに,5.89e-05,4.77
せよ,5.89e-05,4.77
そ,5.89e-05,4.77
だし,5.89e-05,4.77
まったく,5.89e-05,4.77
オープン,5.89e-05,4.77
クラブ,5.89e-05,4.77
スター,5.89e-05,4.77
タイム,5.89e-05,4.77
リスト,5.89e-05,4.77
仕様,5.89e-05,4.77
公園,5.89e-05,4.77
努力,5.89e-05,4.77
同時に,5.89e-05,4.77
唯一,5.89e-05,4.77
城,5.89e-05,4.77
基準,5.89e-05,4.77
始める,5.89e-05,4.77
層,5.89e-05,4.77
得る,5.89e-05,4.77
復活,5.89e-05,4.77
性格,5.89e-05,4.77
提案,5.89e-05,4.77
最新,5.89e-05,4.77
東,5.89e-05,4.77
桜,5.89e-05,4.77
検査,5.89e-05,4.77
比べ,5.89e-05,4.77
沢山,5.89e-05,4.77
確実,5.89e-05,4.77
福島,5.89e-05,4.77
終わる,5.89e-05,4.77
編,5.89e-05,4.77
自ら,5.89e-05,4.77
製品,5.89e-05,4.77
見れ,5.89e-05,4.77
足り,5.89e-05,4.77
連れ,5.89e-05,4.77
http,5.75e-05,4.76
および,5.75e-05,4.76
ごめんなさい,5.75e-05,4.76
だい,5.75e-05,4.76
だら,5.75e-05,4.76
どんどん,5.75e-05,4.76
アイテム,5.75e-05,4.76
カラー,5.75e-05,4.76
ガス,5.75e-05,4.76
ボール,5.75e-05,4.76
レース,5.75e-05,4.76
ヾ,5.75e-05,4.76
世代,5.75e-05,4.76
以来,5.75e-05,4.76
余裕,5.75e-05,4.76
停止,5.75e-05,4.76
剣,5.75e-05,4.76
古い,5.75e-05,4.76
同士,5.75e-05,4.76
太,5.75e-05,4.76
家庭,5.75e-05,4.76
平均,5.75e-05,4.76
年代,5.75e-05,4.76
強,5.75e-05,4.76
後ろ,5.75e-05,4.76
指,5.75e-05,4.76
挑戦,5.75e-05,4.76
文,5.75e-05,4.76
書か,5.75e-05,4.76
構造,5.75e-05,4.76
権利,5.75e-05,4.76
目標,5.75e-05,4.76
知識,5.75e-05,4.76
立て,5.75e-05,4.76
続い,5.75e-05,4.76
続く,5.75e-05,4.76
逃げ,5.75e-05,4.76
間違っ,5.75e-05,4.76
雪,5.75e-05,4.76
あら,5.62e-05,4.75
いつか,5.62e-05,4.75
さっき,5.62e-05,4.75
ぜひ,5.62e-05,4.75
なれる,5.62e-05,4.75
ゆう,5.62e-05,4.75
アルバム,5.62e-05,4.75
キャラクター,5.62e-05,4.75
キー,5.62e-05,4.75
ファイル,5.62e-05,4.75
ベース,5.62e-05,4.75
マーク,5.62e-05,4.75
ラジオ,5.62e-05,4.75
不思議,5.62e-05,4.75
中央,5.62e-05,4.75
主人公,5.62e-05,4.75
保存,5.62e-05,4.75
保険,5.62e-05,4.75
優勝,5.62e-05,4.75
助け,5.62e-05,4.75
周辺,5.62e-05,4.75
団,5.62e-05,4.75
土地,5.62e-05,4.75
字,5.62e-05,4.75
実験,5.62e-05,4.75
対,5.62e-05,4.75
建物,5.62e-05,4.75
御,5.62e-05,4.75
急,5.62e-05,4.75
患者,5.62e-05,4.75
悪,5.62e-05,4.75
愛し,5.62e-05,4.75
支配,5.62e-05,4.75
残し,5.62e-05,4.75
民,5.62e-05,4.75
規模,5.62e-05,4.75
闇,5.62e-05,4.75
魂,5.62e-05,4.75
jr,5.5e-05,4.74
おら,5.5e-05,4.74
こんにちは,5.5e-05,4.74
さて,5.5e-05,4.74
しばらく,5.5e-05,4.74
そりゃ,5.5e-05,4.74
ただし,5.5e-05,4.74
なか,5.5e-05,4.74
アカウント,5.5e-05,4.74
エネルギー,5.5e-05,4.74
チャンス,5.5e-05,4.74
バレ,5.5e-05,4.74
ミ,5.5e-05,4.74
リアル,5.5e-05,4.74
ルール,5.5e-05,4.74
上がっ,5.5e-05,4.74
交通,5.5e-05,4.74
他人,5.5e-05,4.74
付,5.5e-05,4.74
低い,5.5e-05,4.74
住ん,5.5e-05,4.74
再生,5.5e-05,4.74
切っ,5.5e-05,4.74
博士,5.5e-05,4.74
取れ,5.5e-05,4.74
取得,5.5e-05,4.74
含ま,5.5e-05,4.74
回復,5.5e-05,4.74
姫,5.5e-05,4.74
子ども,5.5e-05,4.74
実行,5.5e-05,4.74
引き,5.5e-05,4.74
恋愛,5.5e-05,4.74
戦闘,5.5e-05,4.74
政策,5.5e-05,4.74
様子,5.5e-05,4.74
次第,5.5e-05,4.74
殺人,5.5e-05,4.74
爆発,5.5e-05,4.74
界,5.5e-05,4.74
病気,5.5e-05,4.74
痛い,5.5e-05,4.74
続き,5.5e-05,4.74
総合,5.5e-05,4.74
長く,5.5e-05,4.74
面倒,5.5e-05,4.74
類,5.5e-05,4.74
館,5.5e-05,4.74
av,5.37e-05,4.73
おれ,5.37e-05,4.73
お互い,5.37e-05,4.73
かっ,5.37e-05,4.73
きれい,5.37e-05,4.73
さま,5.37e-05,4.73
どうして,5.37e-05,4.73
にくい,5.37e-05,4.73
ひ,5.37e-05,4.73
まさに,5.37e-05,4.73
もらえる,5.37e-05,4.73
やっと,5.37e-05,4.73
わか,5.37e-05,4.73
ケース,5.37e-05,4.73
ステージ,5.37e-05,4.73
バック,5.37e-05,4.73
パンツ,5.37e-05,4.73
ビジネス,5.37e-05,4.73
プログラム,5.37e-05,4.73
リリース,5.37e-05,4.73
休み,5.37e-05,4.73
値段,5.37e-05,4.73
別に,5.37e-05,4.73
取る,5.37e-05,4.73
呼ぶ,5.37e-05,4.73
変わら,5.37e-05,4.73
尻,5.37e-05,4.73
工事,5.37e-05,4.73
工場,5.37e-05,4.73
我慢,5.37e-05,4.73
段階,5.37e-05,4.73
激,5.37e-05,4.73
獣,5.37e-05,4.73
突然,5.37e-05,4.73
美味しい,5.37e-05,4.73
葉,5.37e-05,4.73
血,5.37e-05,4.73
行い,5.37e-05,4.73
起こし,5.37e-05,4.73
週,5.37e-05,4.73
進め,5.37e-05,4.73
com,5.25e-05,4.72
q,5.25e-05,4.72
web,5.25e-05,4.72
youtube,5.25e-05,4.72
お話,5.25e-05,4.72
かね,5.25e-05,4.72
それら,5.25e-05,4.72
ちょうど,5.25e-05,4.72
つける,5.25e-05,4.72
まさか,5.25e-05,4.72
イラスト,5.25e-05,4.72
シャツ,5.25e-05,4.72
ストーリー,5.25e-05,4.72
ゼロ,5.25e-05,4.72
ダンス,5.25e-05,4.72
バー,5.25e-05,4.72
ベッド,5.25e-05,4.72
ラーメン,5.25e-05,4.72
一体,5.25e-05,4.72
働い,5.25e-05,4.72
剤,5.25e-05,4.72
午後,5.25e-05,4.72
基地,5.25e-05,4.72
声優,5.25e-05,4.72
女優,5.25e-05,4.72
姉,5.25e-05,4.72
帯,5.25e-05,4.72
扱い,5.25e-05,4.72
支持,5.25e-05,4.72
教授,5.25e-05,4.72
料,5.25e-05,4.72
昭和,5.25e-05,4.72
本来,5.25e-05,4.72
残り,5.25e-05,4.72
気づい,5.25e-05,4.72
注目,5.25e-05,4.72
消し,5.25e-05,4.72
無事,5.25e-05,4.72
異常,5.25e-05,4.72
知る,5.25e-05,4.72
立っ,5.25e-05,4.72
致し,5.25e-05,4.72
要求,5.25e-05,4.72
証明,5.25e-05,4.72
認識,5.25e-05,4.72
開い,5.25e-05,4.72
集中,5.25e-05,4.72
魅力,5.25e-05,4.72
my,5.13e-05,4.71
おけ,5.13e-05,4.71
こい,5.13e-05,4.71
ずつ,5.13e-05,4.71
とともに,5.13e-05,4.71
ひどい,5.13e-05,4.71
もと,5.13e-05,4.71
ブロック,5.13e-05,4.71
人達,5.13e-05,4.71
依頼,5.13e-05,4.71
兄弟,5.13e-05,4.71
刑事,5.13e-05,4.71
園,5.13e-05,4.71
安倍,5.13e-05,4.71
完了,5.13e-05,4.71
実現,5.13e-05,4.71
放題,5.13e-05,4.71
政権,5.13e-05,4.71
新宿,5.13e-05,4.71
是非,5.13e-05,4.71
更に,5.13e-05,4.71
本物,5.13e-05,4.71
案内,5.13e-05,4.71
検討,5.13e-05,4.71
構成,5.13e-05,4.71
死亡,5.13e-05,4.71
母親,5.13e-05,4.71
異なる,5.13e-05,4.71
空気,5.13e-05,4.71
立場,5.13e-05,4.71
納得,5.13e-05,4.71
脚,5.13e-05,4.71
腕,5.13e-05,4.71
製造,5.13e-05,4.71
詐欺,5.13e-05,4.71
速,5.13e-05,4.71
魚,5.13e-05,4.71
いわ,5.01e-05,4.7
すみません,5.01e-05,4.7
エッチ,5.01e-05,4.7
エンジン,5.01e-05,4.7
デビュー,5.01e-05,4.7
ヤバ,5.01e-05,4.7
ワン,5.01e-05,4.7
人類,5.01e-05,4.7
作成,5.01e-05,4.7
内部,5.01e-05,4.7
到着,5.01e-05,4.7
収録,5.01e-05,4.7
含む,5.01e-05,4.7
固定,5.01e-05,4.7
太郎,5.01e-05,4.7
始まる,5.01e-05,4.7
学園,5.01e-05,4.7
守る,5.01e-05,4.7
将来,5.01e-05,4.7
手段,5.01e-05,4.7
技,5.01e-05,4.7
指摘,5.01e-05,4.7
授業,5.01e-05,4.7
末,5.01e-05,4.7
業,5.01e-05,4.7
楽天,5.01e-05,4.7
歩い,5.01e-05,4.7
死に,5.01e-05,4.7
毛,5.01e-05,4.7
確保,5.01e-05,4.7
税,5.01e-05,4.7
腹,5.01e-05,4.7
許さ,5.01e-05,4.7
詳しく,5.01e-05,4.7
返し,5.01e-05,4.7
連中,5.01e-05,4.7
銃,5.01e-05,4.7
開け,5.01e-05,4.7
隣,5.01e-05,4.7
集団,5.01e-05,4.7
鳥,5.01e-05,4.7
line,4.9e-05,4.69
vs,4.9e-05,4.69
■,4.9e-05,4.69
げ,4.9e-05,4.69
それで,4.9e-05,4.69
たん,4.9e-05,4.69
つき,4.9e-05,4.69
まずは,4.9e-05,4.69
もしくは,4.9e-05,4.69
クリア,4.9e-05,4.69
シングル,4.9e-05,4.69
フル,4.9e-05,4.69
プロジェクト,4.9e-05,4.69
ロボット,4.9e-05,4.69
一覧,4.9e-05,4.69
上手く,4.9e-05,4.69
会員,4.9e-05,4.69
便,4.9e-05,4.69
便利,4.9e-05,4.69
信用,4.9e-05,4.69
券,4.9e-05,4.69
困っ,4.9e-05,4.69
地獄,4.9e-05,4.69
始まり,4.9e-05,4.69
恋人,4.9e-05,4.69
捜査,4.9e-05,4.69
板,4.9e-05,4.69
歩,4.9e-05,4.69
比較,4.9e-05,4.69
派遣,4.9e-05,4.69
演奏,4.9e-05,4.69
父親,4.9e-05,4.69
玉,4.9e-05,4.69
病,4.9e-05,4.69
知れ,4.9e-05,4.69
社員,4.9e-05,4.69
裁判,4.9e-05,4.69
証拠,4.9e-05,4.69
誌,4.9e-05,4.69
調子,4.9e-05,4.69
資金,4.9e-05,4.69
選,4.9e-05,4.69
風呂,4.9e-05,4.69
go,4.79e-05,4.68
url,4.79e-05,4.68
あんな,4.79e-05,4.68
いろんな,4.79e-05,4.68
すげ,4.79e-05,4.68
すん,4.79e-05,4.68
とけ,4.79e-05,4.68
と共に,4.79e-05,4.68
なくなっ,4.79e-05,4.68
まくっ,4.79e-05,4.68
まるで,4.79e-05,4.68
インターネット,4.79e-05,4.68
タイ,4.79e-05,4.68
ダム,4.79e-05,4.68
パ,4.79e-05,4.68
ビデオ,4.79e-05,4.68
ベスト,4.79e-05,4.68
ホ,4.79e-05,4.68
ボタン,4.79e-05,4.68
ミス,4.79e-05,4.68
モノ,4.79e-05,4.68
伝説,4.79e-05,4.68
修正,4.79e-05,4.68
分析,4.79e-05,4.68
初期,4.79e-05,4.68
千葉,4.79e-05,4.68
居る,4.79e-05,4.68
年度,4.79e-05,4.68
強化,4.79e-05,4.68
感想,4.79e-05,4.68
感染,4.79e-05,4.68
我々,4.79e-05,4.68
掛け,4.79e-05,4.68
探す,4.79e-05,4.68
書き,4.79e-05,4.68
法人,4.79e-05,4.68
深夜,4.79e-05,4.68
温泉,4.79e-05,4.68
無く,4.79e-05,4.68
熱,4.79e-05,4.68
画,4.79e-05,4.68
皆様,4.79e-05,4.68
範囲,4.79e-05,4.68
緑,4.79e-05,4.68
自信,4.79e-05,4.68
自動車,4.79e-05,4.68
自殺,4.79e-05,4.68
迷惑,4.79e-05,4.68
運,4.79e-05,4.68
道路,4.79e-05,4.68
達成,4.79e-05,4.68
関西,4.79e-05,4.68
live,4.68e-05,4.67
あいつ,4.68e-05,4.67
おいしい,4.68e-05,4.67
おすすめ,4.68e-05,4.67
そもそも,4.68e-05,4.67
とい,4.68e-05,4.67
とく,4.68e-05,4.67
もう少し,4.68e-05,4.67
よー,4.68e-05,4.67
イン,4.68e-05,4.67
キス,4.68e-05,4.67
タイミング,4.68e-05,4.67
ツイート,4.68e-05,4.67
デジタル,4.68e-05,4.67
デート,4.68e-05,4.67
バイト,4.68e-05,4.67
パワー,4.68e-05,4.67
ビール,4.68e-05,4.67
与える,4.68e-05,4.67
事前,4.68e-05,4.67
出身,4.68e-05,4.67
前回,4.68e-05,4.67
劇場,4.68e-05,4.67
収入,4.68e-05,4.67
向かっ,4.68e-05,4.67
慣れ,4.68e-05,4.67
投資,4.68e-05,4.67
拡大,4.68e-05,4.67
改善,4.68e-05,4.67
暮らし,4.68e-05,4.67
書く,4.68e-05,4.67
最低,4.68e-05,4.67
歓迎,4.68e-05,4.67
気軽,4.68e-05,4.67
済み,4.68e-05,4.67
無かっ,4.68e-05,4.67
現れ,4.68e-05,4.67
目指し,4.68e-05,4.67
窓,4.68e-05,4.67
約束,4.68e-05,4.67
自転車,4.68e-05,4.67
草,4.68e-05,4.67
落とし,4.68e-05,4.67
計算,4.68e-05,4.67
訓練,4.68e-05,4.67
資料,4.68e-05,4.67
連載,4.68e-05,4.67
進化,4.68e-05,4.67
院,4.68e-05,4.67
首相,4.68e-05,4.67
かける,4.57e-05,4.66
かつて,4.57e-05,4.66
そっち,4.57e-05,4.66
ついに,4.57e-05,4.66
はっきり,4.57e-05,4.66
ひと,4.57e-05,4.66
まだまだ,4.57e-05,4.66
イカ,4.57e-05,4.66
イギリス,4.57e-05,4.66
オリンピック,4.57e-05,4.66
ブランド,4.57e-05,4.66
一切,4.57e-05,4.66
七,4.57e-05,4.66
不足,4.57e-05,4.66
世紀,4.57e-05,4.66
両,4.57e-05,4.66
久しぶり,4.57e-05,4.66
事態,4.57e-05,4.66
以内,4.57e-05,4.66
何で,4.57e-05,4.66
候補,4.57e-05,4.66
六,4.57e-05,4.66
原作,4.57e-05,4.66
合う,4.57e-05,4.66
変える,4.57e-05,4.66
好み,4.57e-05,4.66
押し,4.57e-05,4.66
掃除,4.57e-05,4.66
接続,4.57e-05,4.66
教師,4.57e-05,4.66
日常,4.57e-05,4.66
省,4.57e-05,4.66
確定,4.57e-05,4.66
空間,4.57e-05,4.66
立ち,4.57e-05,4.66
筋,4.57e-05,4.66
職場,4.57e-05,4.66
興奮,4.57e-05,4.66
規制,4.57e-05,4.66
説,4.57e-05,4.66
辛い,4.57e-05,4.66
進ん,4.57e-05,4.66
遅れ,4.57e-05,4.66
at,4.47e-05,4.65
km,4.47e-05,4.65
なんとか,4.47e-05,4.65
ひとり,4.47e-05,4.65
ぶっ,4.47e-05,4.65
