word,hiragana,katakana,JPDB_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
さえ,さえ,サエ,268,1433,1303,1574,2451,1733,1304,975,1428,1147,1819,2276,1941,1328,1569,3385,790,1807,850,1188,1269,973,823,196,854,318,526,1054,198,526,483,1016,467,587,650,918,-1,-1,402,860,535,4600,1678,1957,1178,2159,3403,2786,1675,2732,3171,1847,4866,19440,1022,1158,405,967,16569,3710,2471,1643
すら,すら,スラ,270,1753,1668,2363,1587,1733,2405,572,4667,1433,2261,4109,2281,1328,2636,3862,2060,-1,2650,1922,2658,2212,1823,544,1876,1054,923,1825,762,923,857,1764,598,1662,1873,2332,-1,-1,1328,1421,1089,4998,3688,4770,2612,3977,4693,5494,955,1473,4619,2261,4492,15846,2327,1297,623,1503,14471,3676,1691,2086
つく,つく,ツク,276,656,1783,764,194,1259,1050,1118,1896,1433,1940,3399,259,514,941,4383,247,23920,157,74,1788,229,341,115,363,139,478,574,155,382,353,397,199,3054,3178,2118,1866,-1,1066,668,260,160,94,61,177,66,80,295,361,412,776,111,139,166,237,145,114,1265,261,1005,199,80
じゃん,じゃん,ジャン,277,79,75,86,200,196,97,86,67,81,61,75,130,77,81,-1,308,-1,5506,4197,249,594,573,1439,596,4080,424,195,4080,424,393,186,533,1711,948,4063,-1,-1,2079,593,144,19107,5681,8053,4029,5883,6393,9717,2146,1564,6337,1355,20368,-1,638,-1,1774,-1,23200,13305,176,216
あら,あら,アラ,278,323,284,442,876,1733,173,327,517,356,332,225,564,482,256,10119,364,504,6289,9826,548,563,553,15316,576,1403,718,509,501,718,664,487,843,698,773,3374,2901,-1,1048,559,555,1046,3690,3596,4342,3979,4695,1596,759,437,744,4853,1632,6788,593,1322,1745,1622,24436,8784,5754,3744
よし,よし,ヨシ,279,490,503,434,844,722,251,284,984,621,414,458,945,438,551,4768,272,1236,6369,6557,245,298,307,8683,321,1404,362,430,508,362,334,410,669,220,242,3277,10709,14598,1099,327,372,2597,5235,8038,3779,5445,6007,3494,5883,1017,5934,5911,1989,9643,316,572,1016,1061,8970,4458,1604,348
おお,おお,オオ,280,171,142,246,328,256,135,107,191,153,174,164,246,145,204,12335,262,-1,5186,7622,-1,416,1096,-1,644,1180,365,424,733,517,475,592,524,950,1108,4974,-1,13340,-1,1164,222,417,10956,9535,9224,11049,11298,13531,11267,11300,11304,2358,1144,-1,440,1031,1726,951,-1,3999,1145,926
どうぞ,どうぞ,ドウゾ,294,303,273,370,621,339,186,759,1168,261,378,250,431,359,266,-1,268,-1,2656,1060,202,274,274,607,286,1255,959,526,882,959,891,504,1086,351,377,1752,-1,-1,1342,548,390,8279,2861,2472,3467,3201,1267,1078,3920,636,1826,1247,10484,1380,287,2049,1549,1058,763,-1,1701,711
ベッド,ベッド,ベッド,311,2278,1890,2617,7639,2876,4170,4014,1168,1980,2091,3399,2677,2970,1876,6846,3793,-1,2525,2041,2985,1065,1010,-1,-1,704,-1,-1,795,4533,4239,3665,815,847,940,3004,-1,16973,771,3202,2728,10705,2369,4394,1402,2758,3773,8250,1792,3293,1756,2204,10508,749,1125,5090,652,1765,540,8633,2525,2819
とる,とる,トル,327,500,1139,2179,139,1733,1688,1118,1896,2069,985,733,205,357,953,3233,235,-1,4661,584,404,326,413,570,743,201,479,1103,95,379,350,440,503,-1,-1,1762,362,-1,455,688,407,168,2816,2677,3321,3162,2282,680,1241,3669,3934,2335,156,78,347,399,189,1342,100,957,646,188
いらっしゃる,いらっしゃる,イラッシャル,329,726,774,633,661,2876,1050,686,1896,841,1013,854,475,1225,561,-1,627,-1,2034,726,1895,1668,1006,446,1039,1081,1424,764,1166,1424,1321,735,1634,-1,-1,2672,783,-1,1899,1162,889,5836,800,1255,584,1471,569,442,507,347,498,1489,9488,1301,1763,906,1457,8167,907,-1,1695,509
レベル,レベル,レベル,332,816,814,803,1014,833,1688,629,1428,830,846,1383,654,707,964,1308,969,-1,2150,697,2439,1172,1066,-1,-1,4351,-1,-1,2814,1452,1348,1538,1707,1418,1542,742,-1,5867,4473,1597,1084,13124,511,358,934,594,821,920,205,1172,389,824,8228,248,1245,783,1364,689,1257,1592,808,642
ドア,ドア,ドア,337,2153,1736,2894,7639,2876,4170,4014,2712,2308,1126,3399,4541,2315,2047,2473,929,-1,1732,2839,472,510,844,-1,-1,378,-1,-1,765,2157,2002,398,1250,408,447,1304,-1,8893,364,1499,675,6389,2387,5949,1355,2775,3786,4043,3565,3309,1758,2297,8905,1221,533,-1,502,2383,864,2486,1298,2092
つい,つい,ツイ,340,1551,1366,3237,1910,722,4170,1705,1896,1381,1727,1383,1941,2075,1288,86,1336,164,2993,2518,1316,1871,1877,509,1930,1042,1694,1153,65,1694,1571,1111,997,3293,3376,653,1941,19340,1188,1250,1630,1626,2735,4905,1721,3084,1265,2004,3821,3602,3873,3158,3652,1257,1975,3209,1045,402,636,16907,3300,1387
どれ,どれ,ドレ,342,4252,3547,5421,7639,2876,1688,4014,4667,6699,2261,4109,11750,4621,4107,5619,633,-1,836,1741,2557,740,652,417,12020,910,3231,10422,244,671,621,594,569,449,488,1059,22224,-1,4245,1078,603,4360,668,15976,966,1382,749,475,407,240,312,14590,4077,393,771,2313,626,674,435,5549,544,506
どうせ,どうせ,ドウセ,345,1105,1149,899,1342,2876,698,1705,1168,1264,1126,1079,1216,1050,1152,-1,897,-1,5552,4322,997,1132,1079,778,1114,1632,892,780,1208,892,828,751,1311,2130,2200,4376,-1,-1,1824,850,759,21372,4095,6196,2667,4360,2441,8871,4914,4804,1963,3890,21535,1322,1196,1512,1564,2744,897,-1,3274,3230
そっと,そっと,ソット,349,4880,4147,5421,7639,2876,4170,4014,2712,8262,5138,1876,11750,10632,3401,-1,3571,-1,4781,6856,3812,4859,4326,559,4436,1130,3310,4969,776,3310,3088,4790,777,5058,5414,7517,8137,-1,1181,4405,4261,10851,5783,16394,3668,5982,1731,9785,6356,6368,6429,8021,9192,1290,5068,7694,964,6895,528,-1,12097,8240
ゲーム,ゲーム,ゲーム,362,758,751,685,1231,2876,2405,1705,4667,1264,530,986,564,541,1443,211,905,-1,2568,362,1268,575,501,-1,-1,2123,-1,-1,1969,800,739,341,1441,617,658,606,-1,258,2492,1612,541,4174,1257,1900,804,447,1459,1059,2902,2399,2951,351,2909,684,606,260,867,192,1004,174,398,368
はっきり,はっきり,ハッキリ,363,1277,1614,1224,661,1733,1688,848,1428,1808,1629,1731,803,961,1876,4510,1311,-1,1570,1369,1188,1520,1459,283,1503,514,1417,2024,321,1417,1314,1955,1128,1088,1222,1113,935,-1,481,1816,1247,1254,898,985,769,1541,697,693,573,2160,576,2364,956,962,1605,-1,714,2024,660,5819,2097,1325
うわ,うわ,ウワ,366,379,339,455,1014,1001,227,374,633,360,347,369,684,383,368,21998,130,-1,17756,12937,481,314,647,7871,673,3917,212,448,1327,231,214,427,755,3982,3699,9190,-1,-1,6367,373,380,1919,4406,16319,4006,4659,5284,4252,319,1513,252,3766,3266,-1,331,4781,4868,2859,16176,-1,799,762
ふと,ふと,フト,376,6059,5005,11364,4754,2876,4170,1705,4667,4862,6377,6998,7431,5523,6427,16768,8086,301,3457,2936,-1,8737,7200,425,7377,832,12361,4457,521,12361,11589,4297,1253,10624,10516,2933,7152,-1,-1,7217,6424,2723,4189,16309,2453,4451,5107,8913,2006,4891,1976,5233,2106,1048,9096,3715,831,4677,928,22340,10413,6584
どんどん,どんどん,ドンドン,379,449,441,545,476,339,620,1118,858,448,592,343,448,406,484,15152,1143,-1,2198,1141,1421,1959,1873,946,1926,2298,1297,1504,1611,1297,1208,1451,987,3987,3773,1431,106,-1,2243,1277,1180,14238,443,845,308,1236,1848,362,273,1904,1009,2320,13441,1453,2068,841,1586,1588,717,16445,433,351
テーブル,テーブル,テーブル,380,1506,1575,956,4754,1733,1688,4014,1168,1080,2692,1383,2443,2395,1152,5426,4976,-1,2549,1934,4185,2556,2396,-1,-1,705,-1,-1,657,7055,6606,8717,1598,1903,2103,2437,3550,10585,755,5772,4873,7216,2451,1925,2578,2834,1587,3319,3612,3365,1766,2035,9749,880,2684,3408,770,3470,1180,5161,2903,2624
すっかり,すっかり,スッカリ,382,3103,2572,3701,7639,2876,1688,4014,1896,3517,3728,1876,4541,3722,2636,16430,1601,-1,2349,2481,2187,2509,2359,369,2429,645,2191,2007,428,2191,2033,1938,1229,3965,4329,2384,594,-1,684,1655,2297,1892,4275,9284,2620,4533,5177,5587,5061,4968,5106,2999,1678,1635,2637,2469,982,4260,905,16866,7544,6868
まい,まい,マイ,386,7460,7993,5421,4754,2876,4170,4014,4667,10817,4264,5139,7431,8574,6427,9862,965,1250,2100,5908,3489,1507,1405,242,1446,396,771,1585,243,771,713,1531,983,2049,2033,2615,1343,5380,3119,6573,774,486,6449,5252,6568,6632,7080,4410,6967,6995,7035,4642,1192,536,1578,1815,691,586,974,6403,9425,5502
のみ,のみ,ノミ,395,2688,5365,1574,1152,2876,4170,1705,4667,3860,3728,5139,1277,2395,3058,171,1428,6895,699,398,2345,1646,1636,454,1682,877,1198,3078,548,1198,1113,2970,1210,2030,2140,665,-1,2294,984,1377,1149,352,584,359,1743,1321,219,3184,2665,1984,2665,328,374,18991,1726,797,875,463,19634,149,1414,1324
そうそう,そうそう,ソウソウ,410,20704,17146,11364,7639,2876,4170,4014,4667,10817,13585,11052,11750,21702,14260,9736,5680,16524,12589,9958,6366,9423,8870,4752,9098,5182,4867,4903,3854,4867,4542,4726,4375,3628,2699,3878,292,-1,5106,1933,635,15579,17027,17611,12647,17058,17210,18624,17199,17210,17218,7443,16779,3256,9802,2487,3197,8393,3345,11719,13013,854
じっと,じっと,ジット,413,3704,3028,11364,4754,1733,1688,2391,2712,3860,2692,5139,7431,6269,2743,-1,3441,-1,3360,5263,12423,2903,2680,370,2759,689,3156,3363,431,3156,2944,3242,1056,1786,1958,5724,-1,-1,1173,2950,3478,6772,3751,7115,2353,4035,4744,5501,1955,4494,4674,7952,4753,1179,3055,-1,881,9621,631,-1,12512,9398
せめて,せめて,セメテ,424,2041,3547,875,2451,1733,2405,1705,4667,2620,985,11052,2976,2075,2047,-1,1711,-1,6121,5262,2071,2477,2317,1013,2387,2275,1577,1529,1742,1577,1465,1476,1300,4536,4392,4499,-1,-1,2626,1267,1334,12704,5462,16369,3450,5668,6200,4340,6077,6070,6140,5188,11450,1669,2612,3500,2024,4423,985,-1,5824,5497
ぜ,ぜ,ゼ,439,898,855,803,1716,2876,904,452,2712,1124,568,1238,2281,657,1599,8086,98,1555,2526,4142,328,173,186,269,195,483,66,160,21902,66,60,151,256,226,257,2316,2351,-1,334,171,85,319,9188,10393,7852,9310,9627,3645,9565,9605,9606,788,769,12855,183,455,572,286,11628,3662,1190,758
もつ,もつ,モツ,445,4442,3730,5421,7639,2876,4170,4014,4667,3224,13585,2059,11750,6269,3619,2282,975,-1,155,2050,192,1528,1332,80,139,314,153,159,131,864,800,1256,651,-1,-1,2335,207,-1,107,1092,778,122,106,144,94,62,212,128,143,686,169,15811,149,17086,1613,1116,485,4426,21367,1095,1666,946
タイプ,タイプ,タイプ,452,985,975,1027,1342,1001,904,524,2712,841,907,1590,1808,930,1052,1252,1249,-1,1920,659,1726,1429,1313,-1,-1,2203,-1,-1,1561,1982,1839,1450,1554,1840,1750,1182,-1,5349,2291,1560,796,12910,795,665,1047,1466,1406,477,409,1226,818,562,7675,1389,1525,299,1542,841,1200,1034,901,561
ふん,ふん,フン,454,75,72,119,80,53,66,118,84,78,77,61,93,93,68,13531,791,3148,11366,18156,-1,1356,1580,2162,1626,2543,519,1142,1059,519,477,1101,1121,6436,6171,9671,9541,-1,6783,1163,956,1208,1070,16250,6799,1027,3190,3210,50,149,47,9910,2557,2682,1427,7230,2589,6556,2623,14991,6855,3855
ふむ,ふむ,フム,464,16266,25005,5421,7639,2876,4170,4014,4667,8262,13585,11052,11750,10632,21622,15297,2458,-1,20014,16486,2765,4654,5167,838,5297,2194,2140,1953,2566,2140,1986,1888,1027,5727,6084,19862,580,-1,1057,2025,2341,2680,3277,3936,2262,3595,4381,8533,4239,4076,4296,9731,2019,1947,4861,1162,2628,12514,1605,15669,2878,11297
やら,やら,ヤラ,466,2688,2276,2894,7639,2876,2405,4014,1896,3224,2692,2540,2281,2822,2534,7705,2483,-1,1494,1631,1688,3918,1121,236,1156,1047,405,831,179,405,375,800,1582,1221,1310,973,-1,-1,1134,1829,1145,5931,2620,3870,1749,2985,3935,1462,3734,3502,3788,979,5035,-1,4103,909,394,454,-1,-1,6062,2222
てる,てる,テル,478,18,15,24,23,17,15,22,14,19,17,16,23,19,18,3931,21,-1,97,54,58,16,15,52,15,72,20,17,135,20,18,17,24,-1,-1,199,21446,-1,201,2801,252,356,31,43,27,197,56,41,22,31,25,38,563,-1,16,31,56,27,20233,1675,34,27
きり,きり,キリ,485,3966,3730,4421,3549,2876,2405,4014,1896,4323,5138,3399,3839,6269,3058,7698,3746,1537,3169,3964,12020,2906,1850,492,1903,1216,2237,1526,695,2237,2075,1473,2767,2841,2917,4121,3192,21614,15274,2891,1869,495,3381,5372,2128,3693,4452,8571,4317,4165,4375,3265,1336,8064,3058,5575,1434,3312,7926,5838,7806,7526
イメージ,イメージ,イメージ,503,537,574,531,525,1001,1050,629,685,486,775,775,428,527,582,1406,2256,-1,1744,481,2635,2068,1881,-1,-1,2495,-1,-1,1828,2534,2354,1260,1843,3594,3092,898,619,8158,2611,2349,1566,10829,676,917,513,1387,3108,427,680,888,437,731,7372,1328,2177,3331,1381,687,1344,1360,601,524
あっさり,あっさり,アッサリ,505,3966,3142,7212,7639,2876,4170,1705,1896,4323,5138,2540,7431,3486,4755,21104,4398,-1,7660,6383,5771,7483,6502,1132,6663,2711,3415,3812,2010,3415,3187,3672,2050,16901,14376,5679,2675,-1,2881,3535,3326,15024,9597,16694,6703,9714,2757,12494,9955,9994,9988,5141,10975,1306,7803,4569,2015,7901,1561,13879,7394,6269
はは,はは,ハハ,510,5687,5828,4421,4754,2876,4170,1705,4667,6699,6377,4109,5541,5523,5712,830,841,272,17784,23803,137,378,6516,7825,1224,381,779,881,4265,2834,2642,3989,1425,20055,23080,1129,1027,1108,278,891,516,979,608,20041,325,1341,693,998,295,1189,500,8817,903,378,383,1723,4200,722,263,586,3380,1997
チャンス,チャンス,チャンス,519,2523,2162,3237,3549,2876,2405,4014,4667,2435,1462,5139,3327,2009,3401,5505,1026,-1,3677,1553,1422,756,750,-1,-1,3119,-1,-1,2342,998,925,1329,2680,645,688,2183,1744,6980,3306,1237,996,16651,3011,3393,2162,3342,4181,4102,4027,3841,4083,2229,14099,2358,787,5319,2553,1670,1979,5485,2833,1514
パン,パン,パン,522,396,363,363,2451,2876,904,4014,405,327,385,419,553,472,353,2221,1271,-1,2897,1937,1767,1305,872,-1,-1,2024,-1,20672,1211,906,842,1092,2368,1981,1999,1872,-1,1745,2152,2353,1873,2953,1287,9237,663,1837,480,1161,1591,2421,2965,792,3735,1118,1376,-1,1623,1241,1078,2540,1191,1149
きちんと,きちんと,キチント,524,1629,1813,1224,1910,1259,1688,2391,2712,1808,1159,1486,2677,1879,1472,15678,2854,-1,2329,974,2314,3683,3307,909,3398,2195,5710,2770,1539,5710,5334,2677,2179,3502,3803,1533,1046,-1,2308,3065,2880,6097,1177,1223,914,1747,1450,1057,1569,2345,1091,2682,4584,1626,3852,4844,1778,3164,1376,16207,3542,1328
たる,たる,タル,530,4880,4147,5421,7639,2876,4170,4014,4667,3517,5138,3399,11750,3293,10747,2654,6553,3538,6840,14767,1853,9995,6517,1395,6679,3521,6084,6509,2832,6084,5689,6268,5012,22408,8495,2778,2713,-1,1147,423,8695,1625,12238,7739,16916,12320,12534,6569,12511,12530,12541,10245,1293,3517,10396,-1,6132,3375,3313,17516,14081,3650
ぶり,ぶり,ブリ,534,16266,13258,11364,7639,2876,4170,4014,4667,16460,13585,5139,11750,14238,14260,753,1702,-1,-1,3481,-1,2126,582,8073,9433,1045,22968,19370,390,550,507,527,1835,1267,1243,1488,-1,-1,-1,1581,17534,1631,6654,11489,10363,6829,7273,843,2561,7196,7225,9312,2314,21062,2233,2958,776,1154,20152,1116,2835,2306
ふう,ふう,フウ,536,1528,1437,1418,2149,2876,1304,848,1428,3860,824,1486,3327,1390,1678,12816,604,1989,22396,6372,1949,1012,1705,3119,3734,559,1791,1221,9979,1842,1711,1084,368,2604,2497,458,13245,-1,10456,2402,622,548,20009,-1,20836,20023,20137,21291,2536,20141,20152,6396,1251,9876,1073,7363,1000,4266,2633,9066,145,162
ど,ど,ド,538,4442,4147,5421,3549,2876,2405,4014,1896,3224,5138,6998,7431,5029,4107,3892,389,386,5126,3503,302,612,2015,328,2583,768,1672,1964,76,943,875,1191,476,1279,1268,1357,251,18657,356,1132,368,118,4858,4117,4630,1040,5683,6081,1306,5511,5600,2313,256,4105,640,2374,820,1238,2791,2309,1664,864
たっぷり,たっぷり,タップリ,547,5383,4679,7212,7639,1733,4170,4014,2712,4323,3728,6998,11750,7239,4411,-1,2491,-1,3440,2644,4154,3051,2702,1055,2781,2500,2689,4536,1842,2689,2501,4373,1846,4210,4431,3864,165,-1,2549,2605,3193,16646,4574,23261,2753,4817,2480,9109,5305,5244,1292,1407,13044,2139,3207,-1,2075,4195,1315,21633,5397,2002
ドレス,ドレス,ドレス,552,8967,7993,11364,7639,1733,4170,4014,4667,10817,13585,2907,11750,21702,5712,9354,3971,-1,9400,2483,4663,1878,1643,-1,-1,4067,-1,-1,3049,2035,1888,3596,4076,1952,2063,6670,-1,19425,4593,6098,4674,10551,6636,16447,4317,6812,7255,10317,7143,7179,7209,2194,16641,1515,1980,9513,1770,3471,2811,8898,17024,8138
なり,なり,ナリ,554,1684,2647,899,1231,2876,4170,1118,2712,2069,1940,1876,1216,1442,2047,76,686,2344,687,701,426,1039,1103,235,7140,361,5291,5633,14998,824,762,1518,725,1859,1941,120,10158,22460,152,3527,725,215,1573,1552,1257,289,1217,4001,1157,752,1128,829,124,17555,1097,1445,257,112,20896,1344,1217,372
ぶつかる,ぶつかる,ブツカル,555,3322,2825,5421,4754,1733,1304,4014,1168,5635,3262,2540,4541,4621,2636,-1,2201,-1,6072,5884,8568,2183,2926,902,3012,1901,2537,1642,1514,2537,2357,1586,1791,-1,-1,14676,2804,-1,7837,2124,1909,5679,3612,5204,2350,3906,4631,8662,4507,4372,4558,7671,5061,2093,2297,-1,2199,16083,1538,11252,3762,4234
メンバー,メンバー,メンバー,557,1382,1697,1027,928,2876,1688,1705,2712,1264,1082,6998,1277,1198,1599,392,2244,-1,3181,882,2611,1293,1413,-1,-1,3840,-1,-1,2840,2195,2037,1420,2983,1675,1861,1068,7481,515,3986,2479,1087,12723,1827,2693,1165,2279,3480,2798,3203,949,1156,874,9603,1039,1379,9015,2266,788,2196,432,2076,942
よる,よる,ヨル,569,7460,6382,11364,4754,2876,4170,4014,1896,10817,6377,5139,7431,6269,8749,55,516,91,769,165,463,689,330,2345,8682,571,5926,12130,123,313,289,535,339,17580,18201,883,725,3662,209,9557,450,678,700,3925,366,1405,753,1521,502,2052,440,13526,777,545,722,69,162,1123,257,501,521,124
わし,わし,ワシ,577,5687,4679,7212,7639,2876,4170,4014,4667,16460,2939,2907,11750,3974,10747,20105,280,15137,2700,10601,450,551,559,213,582,366,260,1748,1039,260,242,1689,3392,877,1024,6706,2275,-1,422,1634,520,2969,12189,16995,14964,12271,12487,2115,12463,12483,12494,5446,3509,825,571,8504,929,3234,1563,12792,10740,10823
きれい,きれい,キレイ,580,20704,17146,11364,7639,2876,4170,4014,4667,16460,13585,11052,7431,21702,14260,14928,779,967,976,2685,2300,607,578,406,603,1245,1334,921,491,1334,1239,886,2626,1171,1095,2036,201,-1,8100,1012,674,3657,516,1561,314,415,677,363,331,717,563,544,4229,566,637,4001,1717,1712,382,13406,1866,1284
ぼんやり,ぼんやり,ボンヤリ,587,16266,25005,11364,3549,2876,4170,4014,4667,16460,13585,11052,5541,14238,14260,-1,10664,-1,7873,7956,10372,10097,8694,680,8915,1419,9556,5513,1026,9556,8960,5315,1884,11268,11111,8391,1409,-1,1467,7045,7092,5191,12112,8821,13407,12194,12412,6558,12388,12413,12418,13706,4472,2826,10510,-1,1604,12911,1299,-1,9652,14365
おっと,おっと,オット,594,1998,1736,4421,1910,1733,1304,2391,1896,1677,2261,1731,4541,1951,2117,1509,645,699,1081,15065,705,486,1606,13229,1652,540,1045,1909,5991,1045,969,1845,4528,1607,1575,1349,1359,4701,540,1033,3202,834,8892,4849,24151,9018,9351,11953,9280,9320,9323,9094,734,2755,493,4137,6582,1251,4450,1246,420,4974
きつい,きつい,キツイ,595,692,682,899,661,1733,447,397,546,830,742,916,729,574,911,-1,2740,-1,4684,3620,2149,4139,3777,976,2881,3111,3377,2583,1902,3377,3152,2497,1868,-1,-1,7158,-1,-1,2828,2871,3008,3532,2569,4753,1669,2939,2232,4060,927,1407,344,2872,4083,1978,4329,-1,2382,4856,927,17574,2566,2586
ころ,ころ,コロ,600,16266,13258,11364,7639,2876,4170,4014,4667,16460,13585,6998,7431,14238,14260,2334,1001,107,470,4044,1719,1475,1430,6461,525,590,961,21344,507,1091,1013,714,1356,3536,3550,1692,729,1695,907,1839,1618,1318,22169,1377,20402,22175,22260,4921,22267,22276,22287,18950,855,18092,1548,1951,1018,2110,13086,2889,3588,3401
ぶつける,ぶつける,ブツケル,605,6059,7993,4421,2913,2876,4170,1118,2712,10817,6377,5139,7431,6269,5712,-1,3027,-1,9069,6697,-1,4025,3886,1660,3987,4353,3118,3316,3426,3118,2908,3196,2089,-1,-1,20647,2716,-1,-1,3091,3153,17068,7363,11530,5138,7522,7910,6041,7822,7865,7881,7459,12673,2332,4211,9194,3029,17291,1770,11931,5835,5764
あう,あう,アウ,608,6453,7993,3237,7639,2876,4170,4014,4667,5635,4264,6998,7431,5523,7428,17673,2382,-1,675,397,1151,3524,11487,162,11785,982,6007,2608,336,6731,6295,4597,746,20646,21808,5139,997,-1,1216,4563,1828,748,18633,2714,13996,18655,18783,20044,18779,18793,18792,16036,841,274,3691,2810,3050,2485,191,3732,3784,3830
テレビ,テレビ,テレビ,614,588,517,1109,1342,627,1050,629,2712,504,553,521,1466,626,571,129,1151,-1,1141,479,1442,790,735,-1,-1,1070,-1,-1,1505,2225,2064,1029,1766,1136,1196,568,-1,397,1220,2132,1120,2661,508,1531,297,1278,1138,1335,492,175,487,428,1971,5037,827,-1,1144,431,1322,79,375,725
だらけ,だらけ,ダラケ,617,2319,2486,1574,3549,2876,4170,4014,1896,2798,1535,2059,3327,3136,1876,14998,2804,-1,8022,4113,2945,1587,1297,903,1337,2052,1783,2504,1485,1783,1655,2419,3020,1751,1839,3862,-1,-1,2608,1937,-1,16649,4883,11417,3021,1041,5705,9270,5576,5533,5623,3475,16639,2255,1658,1338,2293,2378,1872,9031,3972,3669
ショック,ショック,ショック,620,2153,1697,3701,4754,2876,4170,2391,546,1619,5138,2907,3839,2238,2117,4716,2353,-1,5142,2785,2533,2254,1960,-1,-1,2596,-1,-1,1932,3708,3459,3625,2557,2236,2317,3092,2800,5840,2867,2839,2683,11819,1923,6170,1039,2362,2102,5239,610,953,1169,2750,11115,2933,2382,-1,2473,2751,1710,5651,3186,2411
パーティー,パーティー,パーティー,622,2090,2418,1224,7639,1259,1688,2391,1896,3224,1535,2907,1713,1879,2356,5063,1906,-1,5696,1430,1534,693,656,-1,-1,5980,-1,-1,4439,3918,3658,1493,4777,884,937,4145,5066,4720,6685,2817,1664,17820,2720,8540,1516,3069,2258,8340,3809,3590,3865,1456,14246,435,725,-1,3458,2196,2080,5307,3639,3564
こっそり,こっそり,コッソリ,633,6059,5005,11364,4754,2876,2405,4014,2712,8262,5138,6998,4541,7239,5172,-1,3663,-1,9433,6548,4030,4858,4333,1315,4443,3317,5586,2956,2490,5586,5219,2852,2955,3776,4257,7555,1905,-1,3402,3332,3752,7834,8633,11597,6206,8764,9103,11756,9030,9071,9077,4120,6740,2391,5074,7689,3251,4593,2030,20741,7965,8370
びっくり,びっくり,ビックリ,641,414,371,509,1072,397,513,397,433,388,445,338,620,562,344,23741,1228,3037,3835,1691,1317,1856,1783,-1,1836,1218,2024,1066,814,2024,1877,1028,1378,3249,2763,2381,923,-1,1331,2501,1165,11833,1184,5183,612,1753,3226,1536,454,2351,586,947,11710,1739,1962,7698,1723,2191,810,13865,2247,1160
ルール,ルール,ルール,646,1355,2048,2894,432,2876,4170,1362,2712,3224,2091,1731,589,1599,1212,1934,2153,-1,4168,1420,2456,1394,1278,-1,-1,5421,-1,-1,3915,1316,1225,1770,2720,1354,1510,1672,-1,1484,5478,2016,1294,13344,683,408,2572,1392,1866,1775,570,2039,1487,2167,7791,2408,1462,2222,2892,1674,2249,2043,1329,1150
からかう,からかう,カラカウ,647,16266,13258,11364,7639,2876,4170,4014,2712,16460,8594,11052,11750,14238,14260,-1,5835,-1,11113,14256,19134,3433,2845,1278,2930,3389,6487,1845,2385,6487,6065,1784,1806,-1,-1,-1,1924,-1,8040,4197,2989,10279,13703,17187,10004,13771,13959,15775,13936,13953,13959,14338,11939,3314,3596,3394,2990,-1,1352,13716,13485,16478
あらゆる,あらゆる,アラユル,649,10047,7993,11364,7639,2876,1304,4014,4667,16460,13585,11052,5541,8574,10747,3072,2850,-1,1922,1781,4358,2559,2297,579,2367,1277,2036,4630,808,2036,1889,4462,2232,1635,1806,1890,3914,-1,1318,2390,2640,4095,3156,3179,2464,3479,4289,3377,4137,3970,4203,3790,3590,2155,2690,1590,1546,2567,2070,3818,2334,1876
チーム,チーム,チーム,657,917,855,4421,550,1259,1688,524,858,1056,775,3399,786,642,1820,173,636,-1,2206,753,1990,478,445,-1,-1,3604,-1,-1,4474,638,591,891,2903,510,536,691,-1,719,3753,2092,748,3423,1473,4387,796,1990,3326,3229,3011,2570,215,932,2340,2524,499,2613,2346,567,2500,146,862,652
ずつ,ずつ,ズツ,660,506,631,403,375,460,513,412,984,504,615,589,431,555,477,1751,2220,-1,1259,832,2798,1811,1320,525,1360,1027,1716,1288,725,1716,1591,1242,2613,2519,2523,1561,-1,-1,1957,2445,1254,1343,720,780,582,1419,688,1094,825,2058,1038,1443,1418,-1,1911,2486,1073,1800,-1,2016,1407,680
