word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
予約制,よやくせい,ヨヤクセイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
弱める,よわめる,ヨワメル,2,3,3,3,3,4,3,3,3,3,3,3,2,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,2,1,2,3,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2
空き地,あきち,アキチ,2,2,3,2,3,4,4,3,4,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,3,3,2,3,3,3,1,2,2,1,2,2,2,1,2,2
呆気,あっけ,アッケ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,2,2,4,2,2,2,3,1,1,1,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,3,1,3,3,1,3,1,1,1
呻き声,うめきごえ,ウメキゴエ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,4,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1
御陰様,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
仮称,かしょう,カショウ,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,3,1,2,1,3,2,2
梶,かじ,カジ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1,2,2,3,2,2,3,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1
合併症,がっぺいしょう,ガッペイショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1
気象庁,きしょうちょう,キショウチョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2
五十万円,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
サボる,サボる,サボル,2,3,3,2,4,4,3,4,3,3,3,4,3,3,3,1,3,1,2,3,3,3,3,3,2,3,4,2,3,3,4,3,1,1,1,1,1,2,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,4,2,1,4,1,3,2
終点,しゅうてん,シュウテン,2,3,3,3,3,4,3,5,3,2,3,3,3,4,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,3,3,3,3,3,2,2,2,1,2,2,2,4,2,3
次条,じじょう,ジジョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
辞退する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
千九百九十,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
千九百六十五年,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
前年度比,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
テクノロジー,テクノロジー,テクノロジー,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,2,1,3,3,1,2,3,1,1,1,1,2,1,1,2,2,3,3,3,1,4,1,2,2,3,3,3,3,5,3,3,3,3,3,3,2,2,1,2,3,2,3,4,4
七十七年,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
年金額,ねんきんがく,ネンキンガク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
蓮,はす,ハス,2,3,3,3,3,4,3,3,3,4,3,2,2,3,2,3,4,4,2,1,4,4,2,2,4,2,2,3,3,3,4,4,2,2,3,2,1,4,2,4,2,3,2,3,3,3,3,3,3,3,2,2,4,1,4,3,1,3,2,2
保全する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
本条,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
遊園地,ゆうえんち,ユウエンチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,5,1,1,3,1,3,2
相槌,あいづち,アイヅチ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,3,2,2,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,2,1,2,1,1,1,4,4,2,4,3,3,5,4,4,2,3,1,1,3,1,3,1,1,2
有り続ける,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
外壁,がいへき,ガイヘキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,1,2,2,2,2,2,2,3,2,2,2,2,3,2,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,1,2
期間内,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
毛穴,けあな,ケアナ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,3,2,1,2,3
木陰,こかげ,コカゲ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,3,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,2,1,3,1,1,1
シミュレーション,シミュレーション,シミュレーション,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,1,3,3,2,2,2,1,2,1,1,2,2,2,2,2,3,3,3,2,2,2,2,3,4,4,4,2,4,4,3,4,4,4,3,2,2,3,2,3,2,3,3,3
車検,しゃけん,シャケン,2,2,2,2,4,4,3,3,4,2,3,2,3,3,2,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,3,2
祝福,しゅくふく,シュクフク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,1,3,3,3,1,2,1,2,2,2,2,2,2,2,3,4,4,1,3,3,4,2,2,4
消化する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
白っぽい,しろっぽい,シロッポイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
袂,たもと,タモト,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,3,1,1,3,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1
短所,たんしょ,タンショ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,3,3,2,3,3,2,3,3,3,2,2,2,1,1,2,2,2,2,2
農水省,のうすいしょう,ノウスイショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
弾み,はずみ,ハズミ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,3,1,2,2,2,1,1,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,1,1,2
ハブ,ハブ,ハブ,2,3,3,2,3,4,3,3,3,4,2,2,2,4,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,3,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2,3,1,2,2,2,3,2
ハンバーグ,ハンバーグ,ハンバーグ,2,4,4,2,3,4,3,3,3,4,4,3,2,4,4,1,3,1,3,2,3,3,3,1,2,1,1,2,2,2,4,3,1,2,2,3,1,1,3,3,4,3,2,3,3,3,3,3,3,3,3,3,2,1,2,3,3,1,3,3
×,ばつ,バツ,2,4,4,4,5,4,3,4,4,4,4,3,4,4,4,1,1,1,2,1,1,1,1,3,4,2,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,5,5,3,4,5,5,4,4,4,5,2,1,1,4,1,2,1,1,1
包帯,ほうたい,ホウタイ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,1,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,1,3,2,3,1,2,1,3,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,2
見比べる,みくらべる,ミクラベル,2,2,2,3,3,4,3,4,3,2,3,2,2,2,3,1,1,1,2,3,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,2,1,2,1,1,1,3,3,2,3,3,2,3,3,3,2,3,1,1,3,1,3,1,3,2
ミッキー,ミッキー,ミッキー,2,3,4,4,3,4,3,3,3,3,4,3,2,3,3,2,2,1,3,2,3,3,1,1,2,1,1,2,1,1,2,1,3,3,2,2,3,2,1,1,2,3,2,3,3,3,2,3,3,3,3,1,3,1,1,2,1,2,2,3
みっともない,みっともない,ミットモナイ,2,2,2,3,3,4,3,3,3,3,3,2,3,2,2,1,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,1,3,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,1,3,2,3,1,2,1
ワタル,ワタル,ワタル,2,2,2,3,3,4,3,3,3,2,2,3,3,2,3,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3
意匠,いしょう,イショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,3,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,1
イスラーム,イスラーム,イスラーム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1
ＭＥ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
欧米諸国,おうべいしょこく,オウベイショコク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
音楽家,おんがくか,オンガクカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,2
書き上げる,かきあげる,カキアゲル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,3,1,1,2,2,1,1,1,2,1,2,1,1,4,2,3,2,2,2,2,4,2,2,2,2,1,1,2,1,3,2,2,1
概して,がいして,ガイシテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,2,2,1,1
研究成果,けんきゅうせいか,ケンキュウセイカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
ゲット,ゲット,ゲット,2,4,4,3,3,4,3,3,4,4,4,4,2,4,3,2,4,1,3,4,3,3,3,1,1,1,1,2,3,3,4,3,3,3,3,1,4,1,3,4,4,2,2,2,2,2,2,2,2,2,4,3,3,1,2,3,3,1,3,4
国家公務員,こっかこうむいん,コッカコウムイン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
歳入,さいにゅう,サイニュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
酒場,さかば,サカバ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,1,3,3,3,1,3,3,3,2,3,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,4,3,1,3,2,2,2,2,2
消息,しょうそく,ショウソク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,3,3,3,2,2,3,2,2,2,1,3,3,2,1,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3,4,3,2,2,2,1,1
真摯,しんし,シンシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,1,1,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,3,2,3,1,2,3
殉ずる,じゅんずる,ジュンズル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
ストック,ストック,ストック,2,3,3,3,4,4,3,3,3,3,2,4,3,2,3,3,2,1,3,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,3,3,2,2,2,2,2,2,3,3,2,1,2,3,2,3,3,3
正反対,せいはんたい,セイハンタイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,3,1,1,2,1,1,1,1,1,1,3,1,1,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2
地域別,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
チベット,チベット,チベット,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,1,3,3,1,2,1,1,2,1,1,2,1,1,1,1,2,2,3,1,3,2,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,1,3,2,2
でっかい,でっかい,デッカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,3,3,1,2,1,1,1,4,4,3,3,1,1,2,4,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,3
同時代,どうじだい,ドウジダイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
同調する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
抜き取る,ぬきとる,ヌキトル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,3,2,3,1,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,2
ハル,ハル,ハル,2,4,4,4,3,4,3,3,3,3,5,4,2,3,4,3,3,1,3,2,1,4,1,1,3,3,5,1,3,3,5,3,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,3,2,2
引っ込む,ひっこむ,ヒッコム,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,3,1,2,1,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,3,2,2,3,2,2,4,2,2,2,2,3,3,1,3,1,3,1,2,2
フィルター,フィルター,フィルター,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,1,3,3,2,2,2,1,2,1,1,2,1,1,1,2,3,2,3,3,1,2,1,1,3,4,5,3,5,4,3,4,4,4,4,2,2,5,2,3,2,2,3,3
藤,ふじ,フジ,2,2,2,2,3,4,4,3,3,2,2,2,2,2,2,3,4,5,3,2,3,4,2,2,4,3,4,3,3,3,4,3,2,1,3,1,2,3,2,5,2,3,2,2,5,3,2,3,3,3,3,2,4,1,3,3,2,4,2,2
領主,りょうしゅ,リョウシュ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,2,2,2,3,2,1,3,2,2,1,2,3,3,2,2,2,3,2,3,1,2,1,2,2,2,3,2,2,2,1,5,2,3,4,3,2,3,1,1
弁える,わきまえる,ワキマエル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,3,3,3,2,3,3,3,2,3,1,1,1,3,1,3,3,2,4,2,2,2,2,2,3,2,2,2,2,3,3,1,2,1,3,1,1,1
唖然,あぜん,アゼン,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,3,2,2,1,1,1,1,3,1,1,4,1,1,1,3,1,1,2,2,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,4,1,4,3,2,3,1,2,1
あてがう,あてがう,アテガウ,2,2,1,3,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,3,1,2,3,1,1,2,3,1,1,1,4,1,3,1,2,4,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,4,1,1,1
今時,いまどき,イマドキ,2,4,4,3,3,4,3,3,4,4,3,4,2,3,4,1,2,3,3,3,2,2,2,3,2,3,3,3,1,1,2,2,2,2,2,3,1,2,2,3,3,2,2,3,2,2,2,2,2,4,3,2,2,1,2,2,3,1,2,2
駆け巡る,かけめぐる,カケメグル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,1,3,2,1,4,1,1,2
後頭部,こうとうぶ,コウトウブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,1,1,3,1,1,1,1,1,1,3,2,1,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2
根幹,こんかん,コンカン,2,2,2,2,4,4,3,3,3,2,2,2,3,3,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2
歳出,さいしゅつ,サイシュツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
産業界,さんぎょうかい,サンギョウカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
消失する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
使用人,しようにん,シヨウニン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1
審査する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ＧＨＱ,ジーエッチキュー,ジーエッチキュー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
スポンジ,スポンジ,スポンジ,2,3,3,3,3,4,3,3,3,2,4,2,3,3,3,2,2,1,3,2,2,3,3,1,1,1,1,2,2,2,2,3,2,2,2,3,3,1,2,2,4,3,2,4,3,3,3,3,3,3,3,2,3,1,2,2,3,1,3,3
高々,たかだか,タカダカ,2,3,3,2,3,4,4,3,3,3,2,3,2,3,2,1,2,1,2,2,1,1,2,2,2,2,1,3,2,2,1,2,1,1,2,2,1,2,2,2,4,3,3,3,3,3,2,3,3,3,2,3,1,2,2,1,3,1,2,1
潮流,ちょうりゅう,チョウリュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2
付き物,つきもの,ツキモノ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2
提言する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
吐息,といき,トイキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,3,2,2,4,2,2,2,4,1,1,1,5,1,3,1,2,1,1,1,2,1,1,1,1,1,1,2,3,1,1,4,1,4,1,1,1
本会議,ほんかいぎ,ホンカイギ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
目元,めもと,メモト,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,2,2,3,1,1,2,2,2,1,2,3,1,2,2,3,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,3,1,1,3
