word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
和らぐ,やわらぐ,ヤワラグ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,3,1,1,1,3,1,2,1,2,3,2,2,2,2,2,2,2,2,5,2,3,2,1,2,1,3,1,1,2
揺する,ゆする,ユスル,2,2,1,3,3,4,3,3,3,2,2,3,2,2,2,1,2,1,2,1,3,2,2,1,3,1,2,3,1,2,2,3,1,1,1,3,1,4,1,2,3,2,2,2,2,2,2,2,2,2,1,3,2,1,3,1,4,1,1,1
予報,よほう,ヨホウ,2,3,3,3,3,4,3,4,3,3,3,2,3,3,3,3,2,2,3,4,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,1,1,2,2,1,3,3,3,3,3,2,3,3,3,3,2,2,1,2,3,3,3,2,3
安堵,あんど,アンド,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,2,4,2,2,4,2,2,2,4,2,2,2,3,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,4,2,4,2,1,1
ＡＬ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
御料理,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
駆け抜ける,かけぬける,カケヌケル,2,2,1,2,3,4,3,3,3,3,2,2,2,3,2,1,2,1,2,2,2,2,2,2,3,2,3,3,2,2,4,3,1,1,1,3,1,3,2,3,2,2,1,2,2,2,2,2,2,2,2,4,2,1,3,1,4,1,2,2
掠れる,かすれる,カスレル,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,2,1,3,1,1,4,3,4,2,3,3,2,3,3,3,2,3,1,3,3,1,3,1,1,1
くるり,くるり,クルリ,2,3,3,2,3,4,3,3,3,2,4,2,2,3,2,1,2,1,2,1,1,1,1,1,3,1,1,3,1,1,1,4,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,4,2,1,1
原子核,げんしかく,ゲンシカク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
恋しい,こいしい,コイシイ,2,2,2,2,3,4,3,3,3,3,2,2,3,2,3,1,3,1,2,2,3,4,4,4,3,2,2,3,2,2,2,3,1,1,1,4,1,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,4,3,3,2,3,2,2,2
志す,こころざす,ココロザス,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,1,1,2,1,2,3,1,2
コーディネート,コーディネート,コーディネート,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,3,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,1,2,2
差し,さし,サシ,2,3,3,2,3,4,3,3,3,4,2,2,2,3,2,2,2,1,2,1,1,2,1,2,3,2,2,5,1,1,1,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,2,1
三千,さんぜん,サンゼン,2,4,4,4,4,4,4,4,4,4,5,4,4,5,4,2,1,4,5,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,4,5,4,5,4,4,4,2,3,1,1,3,1,2,1,1,2
市ホームページ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
出身地,しゅっしんち,シュッシンチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
ジャングル,ジャングル,ジャングル,2,2,2,3,3,4,3,3,4,2,2,2,3,2,2,2,2,1,2,2,2,3,3,1,2,1,1,3,2,2,2,1,3,3,2,2,3,2,2,2,3,3,2,4,3,3,3,3,3,3,2,2,3,1,2,2,2,3,3,3
洗濯する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
頼もしい,たのもしい,タノモシイ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,3,1,2,2,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,2,4,1,2,2
ダブルクリックする,だぶるくりっくする,ダブルクリックスル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
だらし無い,だらしない,ダラシナイ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,2,2,2,1,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,2,3,3,4,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,4,1,1,2
敵意,てきい,テキイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,2,2,3,2,3,2,3,3,3,2,2,1,3,2,3,1,2,2,2,2,2,2,2,2,2,1,4,2,4,3,2,3,2,2,2
肺癌,はいがん,ハイガン,2,2,2,3,3,4,3,3,3,2,3,3,2,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1
ピッチャー,ピッチャー,ピッチャー,2,4,4,2,3,4,4,5,3,3,4,3,2,4,3,2,3,1,2,2,2,3,3,1,2,1,1,2,2,2,3,2,2,2,2,1,1,2,2,3,4,3,2,4,3,3,3,3,3,3,2,2,3,1,2,2,2,2,2,2
誘発する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
輸入品,ゆにゅうひん,ユニュウヒン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
四名,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
林道,りんどう,リンドウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2
六十九,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
仇,あだ,アダ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,2,3,2,3,3,3,4,3,4,4,4,2,3,3,3,2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,3,3,3,2
雨水,あまみず,アマミズ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2
思い付き,おもいつき,オモイツキ,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,1,1,1,1,3,1,1,1
毅然,きぜん,キゼン,2,2,2,2,3,4,3,3,3,2,3,2,3,2,2,1,1,2,2,2,1,1,1,1,2,2,1,3,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,3,1,1,2,1,3,1,2,2
悔しさ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
形跡,けいせき,ケイセキ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,3,2,1,1,3,3,2,1,2,1,2,2,2,2,2,2,2,1,3,3,3,2,2,3,1,2,2
控除,こうじょ,コウジョ,2,2,2,3,3,4,3,3,3,2,2,3,3,2,2,2,1,1,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,2,2
コレステロール,コレステロール,コレステロール,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2
コントラスト,コントラスト,コントラスト,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,3,2,1,1,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2
御用,ごよう,ゴヨウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,3,2,1,1,3,1,1,1,1,1,1,2,1,1,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,1,2,1,2
算数,さんすう,サンスウ,2,4,3,4,3,4,4,3,3,3,4,4,4,4,4,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,3,3,3,3,3,4,4,3,3,2,2,2,1,1,2,2,2,4,2
宗派,しゅうは,シュウハ,2,3,3,2,3,4,3,3,3,3,2,3,2,3,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,4,2,2,2,2,2,1,1,2,2,1,3,2,2
少年時代,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
次項,じこう,ジコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1
スピーチ,スピーチ,スピーチ,2,3,3,4,3,4,4,4,3,3,3,3,2,3,2,2,2,1,2,3,3,3,3,1,2,1,1,2,1,1,3,2,4,4,3,1,2,2,2,2,3,4,4,4,4,4,3,4,4,4,3,2,3,1,2,3,2,2,3,3
選任,せんにん,センニン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,2,2
洗面所,せんめんじょ,センメンジョ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
宅地,たくち,タクチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,3,1,1,1,1,2,1,2,1,1
痰,たん,タン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,1,5,3,3,2,3,4,2,3,3,4,4,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,3,3,4,3,3,4,2,3,2,4
ディスプレイ,ディスプレイ,ディスプレイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,4,3
流し込む,ながしこむ,ナガシコム,2,2,2,3,3,4,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,4,1,2,2,2,1,3,2,3,3,3,2,3,3,3,2,3,2,1,3,1,4,1,2,2
派遣会社,はけんかいしゃ,ハケンカイシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
パンプス,パンプス,パンプス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1
引き下げ,ひきさげ,ヒキサゲ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2
人込み,ひとごみ,ヒトゴミ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,1,1,1
淵,ふち,フチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2,1,3,2,3,3,2,2
フル,フル,フル,2,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,1,4,4,1,3,4,1,2,1,2,3,4,4,4,2,3,3,4,1,3,1,3,3,4,3,4,4,3,3,3,3,3,3,4,4,3,1,4,4,4,4,3,3
ベートーヴェン,ベートーヴェン,ベートーヴェン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2
ポット,ポット,ポット,2,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,2,1,3,3,1,2,2,1,2,1,1,3,2,2,2,2,3,3,2,1,1,1,2,2,4,3,2,3,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,3
マスターする,ますたーする,マスタースル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ミュージシャン,ミュージシャン,ミュージシャン,2,3,3,3,3,4,4,3,3,3,2,2,2,2,3,4,2,1,3,3,2,3,3,1,1,1,1,2,1,2,2,2,2,2,3,1,4,1,2,2,3,3,3,4,3,3,3,3,3,3,3,1,3,1,2,3,2,4,3,2
申し込み期限,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
役場,やくば,ヤクバ,2,2,2,2,3,4,3,3,3,2,2,3,2,3,2,3,2,3,3,3,2,1,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2,2,3,1,2
陽光,ようこう,ヨウコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,2,3,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1
アニメーション,アニメーション,アニメーション,2,2,1,2,4,4,3,5,3,2,2,2,2,3,2,4,1,1,3,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,4,1,1,3,2,3,3,2,3,3,2,5,3,3,3,1,2,1,1,3,1,4,4,3
一般論,いっぱんろん,イッパンロン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
インテル,インテル,インテル,2,2,2,2,3,4,3,3,4,2,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,1,1,2,2,2,5,2,2,2,2,2,2,1,1,1,1,2,1,3,1,2
インディアン,インディアン,インディアン,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,1,1,3,2,1,2,2,1,2,1,1,2,1,1,1,1,3,3,2,1,4,2,1,1,2,3,2,3,3,3,2,3,3,3,2,1,2,1,2,2,1,4,3,2
受け付け時間,うけつけじかん,ウケツケジカン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
往々,おうおう,オウオウ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,3,1,1,3,3,4,2,2,2,2,2,2,4,2,4,2,2,2,1,2,1,2,1,2,2
大方,おおかた,オオカタ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,4,1,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,1,3,2,2,3,2,3,3,2,2,2,2,2,2,1,3,2,1,2,2,3,1,1,1
下部,かぶ,カブ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,3,2,2,2,2,2,2,2,3,2,1,3,2,3,2,4,3,2
基礎知識,きそちしき,キソチシキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
黒っぽい,くろっぽい,クロッポイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
景気回復,けいきかいふく,ケイキカイフク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
堅調,けんちょう,ケンチョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
激減する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
減税,げんぜい,ゲンゼイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,3
呼応する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
差別する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
死因,しいん,シイン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,4,3,3,3,3,3,1,3,3,3,1,2,4,4,2,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,2,2,2
主権,しゅけん,シュケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,1,3,3,3
持続的,じぞくてき,ジゾクテキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
千九百九十年代,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
躊躇い,ためらい,タメライ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,4,2,2,2,3,2,2,2,1,1,3,2,1,4,2,2,1,2,4,2,2,2,2,2,3,1,1,2,1,3,1,1,2
低迷する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
電灯,でんとう,デントウ,2,3,2,4,3,4,3,3,3,2,3,3,3,3,3,3,1,3,3,2,1,1,2,2,3,2,3,4,2,2,3,2,3,3,2,2,1,3,1,1,1,3,2,3,3,3,2,3,3,3,2,2,1,1,3,2,3,2,2,2
同国,どうこく,ドウコク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1
流れ出す,ながれだす,ナガレダス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,3,1,2,2,3,1,1,1,3,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,3,1,1,2
成し得る,なしうる,ナシウル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
二件,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
震え,ふるえ,フルエ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,3,3,2,1,3,3,2,4,4,3,3,4,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2,1,3,3,4,1,2,2
平坦,へいたん,ヘイタン,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,1,3,2,2,1,2,2,2,2,1,1,3,1,1,1,2,2,1,2,2,1,2,1,1,1,3,4,2,3,3,3,3,3,3,2,3,2,1,2,2,2,2,2,2
本土,ほんど,ホンド,2,2,3,2,3,4,3,3,3,2,3,3,2,3,2,4,2,2,3,3,2,2,2,2,3,2,1,3,2,2,1,2,3,3,3,1,2,3,2,2,1,3,3,3,3,3,2,3,3,3,2,2,2,1,3,3,2,3,3,2
無名,むめい,ムメイ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,2,2,1,2,2,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2
盛り付ける,もりつける,モリツケル,2,2,2,3,3,4,3,3,3,3,2,3,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,2,1,1,2
離乳食,りにゅうしょく,リニュウショク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
