word,hiragana,katakana,BCCWJ_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
軍事,ぐんじ,グンジ,4213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,946,12152,8155,5445,15252,8500,4154,-1,4258,4103,8230,24146,4320,8230,7697,23220,14008,2873,2894,2046,18486,3006,8131,13113,7076,-1,4641,4924,7143,3342,5151,5738,9293,5611,5573,2050,7132,4365,3586,8795,5517,3630,3156,9656,1363,4163,4182
破壊,はかい,ハカイ,4215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1117,563,2199,2909,3193,1248,1134,-1,1169,1884,657,3642,1428,657,610,3513,1379,598,654,1972,2949,14367,2234,1613,1337,-1,3910,2951,6435,1782,3285,4142,2013,3981,3786,4037,2119,2933,865,1321,81,1468,1304,1476,1123,727,2126
放射,ほうしゃ,ホウシャ,4224,4252,6382,1885,7639,2876,1688,4014,4667,10817,13585,6998,1622,10632,2912,2285,7913,10704,17716,-1,14616,3391,-1,3483,9195,12129,16569,4257,12129,11377,15916,16727,2245,2233,7993,16704,-1,11149,18001,8484,-1,6749,3031,2193,4508,470,2319,3371,943,3860,4101,2836,6745,7983,15027,-1,5086,5115,9956,5011,13938,12708
近年,きんねん,キンネン,4227,11455,10802,11364,7639,1733,4170,4014,4667,16460,6377,6998,7431,10632,10747,1149,22356,3108,1849,19046,17321,14512,-1,14896,12673,14185,-1,9437,14185,13305,-1,21306,23308,22437,3993,-1,437,13080,17651,19566,-1,4491,2748,1780,4172,3095,4016,8347,3832,3613,3884,8155,3470,10569,17733,3337,9391,3719,14092,1473,6487,5927
コメント,コメント,コメント,4228,2944,3547,7212,1014,2876,4170,686,4667,2798,5138,6998,2443,2691,3234,2585,8235,-1,564,6319,4931,3775,-1,-1,11945,-1,-1,8107,9100,8524,7414,10188,5935,5713,177,7832,21670,12306,9407,7819,1743,-1,2913,2417,2696,3251,4119,8410,3959,1431,4008,320,23612,7450,5141,9376,7001,1089,5528,1151,298,485
代表する,-,-,4229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
二十六日,にじゅうろくにち,ニジュウロクニチ,4230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
テスト,テスト,テスト,4232,1078,1132,1288,764,2876,4170,1118,984,1147,1940,3399,578,907,1344,1927,1682,-1,1334,2780,1470,1326,-1,-1,4811,-1,-1,3403,2073,1922,938,1958,1086,1087,1452,-1,6494,5061,2360,1360,720,7920,643,436,1528,1364,145,2145,332,2018,810,1273,9077,3273,1543,1833,3481,1273,1654,2661,2021,1689
レース,レース,レース,4233,5383,4147,11364,7639,2876,4170,4014,984,10817,6377,5139,4541,4277,7428,601,5636,-1,2239,7716,1774,1517,-1,-1,3868,-1,-1,3217,7506,7022,5476,8462,2380,1943,2799,-1,4763,3994,7413,4477,1179,3815,4044,23232,2314,4312,4982,8848,4866,4761,4917,1235,6076,5185,1862,1251,4017,1593,6447,952,3065,3633
記録する,-,-,4235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
施策,しさく,シサク,4238,20704,25005,11364,4754,2876,4170,4014,4667,16460,13585,11052,7431,14238,21622,8977,-1,-1,4326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3649,-1,-1,-1,-1,-1,-1,18892,9443,5301,19689,9561,9869,12374,9808,9849,9844,6657,8686,19395,-1,-1,-1,13014,-1,12132,5923,3705
二十一,-,-,4240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1789,-1,-1,-1,-1,-1,24555
絶える,たえる,タエル,4242,7460,9191,11364,2451,2876,4170,4014,2712,6699,13585,11052,3839,4621,21622,-1,9514,-1,5814,10949,9404,6407,760,6567,4219,6940,10340,1285,6940,6496,9944,7695,-1,-1,-1,8244,-1,2770,9872,8769,5908,3828,4978,6465,3652,5204,5785,4304,5659,5622,1301,9248,3573,4485,9794,4094,3174,-1,4087,10727,8727,8395
御覧,ごらん,ゴラン,4243,1319,1697,1109,715,1733,4170,975,1896,3224,985,1238,978,1166,1472,-1,2410,1352,714,4249,3370,3046,-1,2539,7749,2379,3709,1108,2630,2447,22612,5628,16165,17300,11893,5955,-1,3684,3803,4384,1510,6121,763,491,3460,1445,370,299,2712,2078,2723,985,6777,3534,3537,-1,9755,23084,2485,-1,8168,10158
御客様,おきゃくさま,オキャクサマ,4245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24608,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
入り,いり,イリ,4251,3410,2647,7212,7639,2876,4170,4014,2712,2620,5138,2907,3839,4277,2912,466,2680,-1,2309,-1,1782,2878,1716,2963,2276,4522,4251,-1,4522,4228,4098,3958,1912,2002,919,3590,-1,-1,2492,21254,18368,1889,5987,8067,4211,6181,6671,9911,6546,6565,6611,1220,2593,3785,1874,-1,3318,644,4187,990,1943,2214
此の世,このよ,コノヨ,4254,10047,10802,5421,7639,2876,4170,4014,4667,10817,8594,5139,7431,8574,10747,-1,-1,-1,5662,-1,-1,-1,-1,1811,-1,729,2063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7344,-1,2780,-1,-1,-1,-1,1799,-1,-1,-1
果たして,はたして,ハタシテ,4259,5116,7105,2363,7639,2876,4170,2391,4667,8262,3728,6998,3327,6269,4411,16167,2211,-1,3974,-1,3436,3071,989,3159,5545,1887,5494,2601,1887,1753,5298,3189,12297,13055,4001,8273,15476,-1,3128,3273,2974,-1,2560,2589,2004,2930,1596,4059,3688,3449,3744,4904,-1,2698,3600,6882,3797,6965,2397,15855,2411,3010
終了する,-,-,4266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
取り分け,とりわけ,トリワケ,4267,16266,13258,11364,7639,2876,4170,4014,4667,10817,8594,11052,11750,10632,21622,5247,24266,-1,8687,13143,-1,21189,1685,21759,4772,-1,-1,3421,-1,24951,-1,13950,9330,10597,4541,18956,1785,4458,20128,18018,2877,13328,5060,3365,10333,5280,5855,1872,5730,5691,5779,14290,10334,11668,-1,-1,7110,10878,10266,7802,14105,6165
見方,みかた,ミカタ,4268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13538,3139,4554,11592,7880,20554,-1,-1,6023,-1,-1,-1,-1,-1,-1,9371,23841,22353,2643,12991,-1,6374,11453,7345,18200,9225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7605,-1,8207,-1,-1,5421,-1,7179,2141,2717
チェックする,ちぇっくする,チェックスル,4269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
何回,なんかい,ナンカイ,4270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6950,2205,4496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18138,16824,-1,900,-1,11121,5032,2381,7148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1314
ミリメートル,ミリメートル,ミリメートル,4272,3322,2486,11364,7639,2876,4170,4014,4667,16460,1042,11052,11750,1951,21622,14656,-1,-1,2857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19419,24908,-1,-1,-1,-1,-1,-1,24033,1390,18263,9192,-1,18288,18418,19711,18414,18425,18430,12779,2423,17489,-1,-1,-1,24541,19655,23273,-1,-1
動産,どうさん,ドウサン,4274,5687,5828,3701,7639,2876,4170,4014,4667,10817,2261,6998,11750,5029,6427,3093,-1,-1,5522,-1,-1,4369,-1,4479,-1,11988,11728,5502,11988,11245,11278,-1,4369,4902,24749,-1,-1,-1,-1,-1,-1,15750,3365,6761,1993,3678,4439,8561,4305,4151,4361,1782,14818,-1,-1,-1,5082,-1,-1,-1,-1,11034
一箇月,いっかげつ,イッカゲツ,4275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
十七,じゅうしち,ジュウシチ,4280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20586,-1,2222,-1,16321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21973
長官,ちょうかん,チョウカン,4285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1497,3112,12077,6552,7771,3383,2288,-1,2358,3148,13147,-1,5903,13147,12322,-1,-1,1970,1877,1851,19320,14472,4363,13503,5635,-1,2824,13378,11903,11365,13447,13644,15500,13621,13637,13644,7056,2892,12444,3419,-1,3464,2988,-1,1676,4911,2785
努力する,-,-,4286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
小学生,しょうがくせい,ショウガクセイ,4291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3191,6776,2311,3600,5607,-1,-1,-1,5223,-1,-1,-1,-1,-1,-1,6462,-1,-1,3175,6333,13835,5529,3640,2599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5814,-1,-1,2170,-1,4587,3024,3555
バー,ばー,バー,4292,2041,1575,7212,4754,1259,4170,2391,1428,1301,5138,2907,2443,2009,2117,2350,3342,-1,2855,1827,1288,1129,-1,-1,1380,-1,-1,2318,4782,4467,3339,9898,970,1161,1506,-1,2650,1921,1682,3267,-1,7218,2936,2232,3118,3271,1627,8416,3971,3773,4025,1761,9646,4450,1361,-1,3135,1764,5487,3089,2606,3347
出品者,しゅっぴんしゃ,シュッピンシャ,4294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
登録する,-,-,4298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
十八,じゅうはち,ジュウハチ,4299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1339,16773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18569,-1,2548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18970
ホール,ホール,ホール,4300,2581,2348,5421,1716,2876,4170,2391,2712,4323,2261,1590,2443,2009,3619,1146,6012,-1,1967,7170,5357,2849,-1,-1,3135,-1,-1,2337,4101,3831,7284,5684,2046,2171,2588,-1,860,3488,7876,6680,1293,5283,2336,1678,2726,2729,3750,8238,3529,3264,2272,2431,8008,3783,5589,5226,3035,2757,3275,1322,4502,3523
久しい,ひさしい,ヒサシイ,4301,1078,855,2363,3549,1733,904,2391,984,920,1082,1180,1941,1036,1118,-1,12332,-1,9278,17621,23092,818,813,849,6869,704,676,1249,704,651,649,13352,-1,-1,17949,12620,-1,6365,6442,9202,15491,12938,4261,10188,2815,4519,5167,4238,765,1008,5094,1085,9456,919,23713,3471,1469,24278,777,-1,-1,11637
ショップ,ショップ,ショップ,4305,2041,2418,1109,4754,2876,4170,4014,2712,4323,2091,1731,1167,2395,1820,3675,8463,-1,784,8867,7042,4977,-1,-1,11188,-1,-1,7573,13056,12235,6803,8207,4452,5227,2120,14053,4515,13072,10441,10439,3436,15055,2915,16270,1587,3253,4120,8411,3961,3755,4010,842,22077,10360,7340,407,5770,2680,5041,3471,2481,2698
確立する,-,-,4306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
森林,しんりん,シンリン,4315,13446,10802,11364,7639,2876,4170,4014,4667,10817,8594,11052,7431,21702,8749,3278,24544,5523,5850,-1,12696,9124,-1,9359,10745,10922,12833,7024,10922,10247,12340,19811,9804,10258,5541,19629,9661,12104,20729,-1,-1,3094,4127,23237,2566,4392,5052,1722,4943,4832,4990,7592,2731,3683,9002,1240,8549,9840,11967,4400,7005,6632
貸す,かす,カス,4322,749,808,605,844,1001,788,397,858,803,1013,566,1339,763,774,-1,800,-1,2782,754,725,649,645,675,1836,933,794,1167,933,867,764,1484,13499,14683,13676,2115,-1,1052,1167,908,3990,3409,3425,8553,2054,3734,4485,5442,4354,4201,937,4271,3576,1419,756,678,1729,12865,1046,10070,2086,2913
並びに,ならびに,ナラビニ,4324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22158,-1,5633,11403,23823,-1,-1,-1,22799,-1,-1,-1,-1,-1,-1,20975,-1,-1,4848,23934,11360,8535,19520,19232,5172,13330,-1,22864,-1,-1,-1,-1,-1,-1,-1,-1,18778,-1,24474,-1,-1,11796,-1,6667,15192,15802
そ,そ,ソ,4329,13446,25005,4421,7639,2876,4170,4014,4667,16460,13585,11052,4541,10632,14260,7290,368,7815,8337,-1,549,540,-1,17017,701,13655,17904,7475,328,303,256,157,361,395,2707,12836,10233,8602,2040,688,-1,192,9434,5145,24166,9552,9861,12366,9799,9840,9835,-1,426,10725,569,1435,717,1547,14873,5372,1412,447
ビジネス,ビジネス,ビジネス,4334,2125,2348,2363,1342,1733,4170,4014,2712,1619,2939,2276,2095,1879,2450,2234,6902,-1,651,4099,2651,2206,-1,-1,8131,-1,-1,6126,14123,13243,13185,18368,1771,1917,688,20373,1509,10369,11642,8817,3140,19159,2841,3932,1900,3183,1616,2875,1851,3690,3953,916,7658,13149,2787,8871,3297,1725,10593,2273,1218,950
理事,りじ,リジ,4336,3250,4377,2617,1587,2876,788,4014,4667,5635,3262,11052,1941,2144,7428,999,14330,19468,6375,10291,7109,2722,-1,2804,7646,7240,2935,8912,7240,6780,2831,24325,11167,11871,1567,-1,2919,11811,-1,-1,16803,-1,4069,7122,2563,4335,5005,8863,4890,1496,4939,3784,23988,13791,6251,-1,5725,4010,6440,1321,19022,8144
話し合う,はなしあう,ハナシアウ,4337,3103,6382,2617,967,2876,1304,1705,4667,3860,6377,6998,1622,2822,3401,-1,3850,-1,3547,2184,1954,1886,1362,1939,4223,6192,3793,2912,6192,5789,3655,4316,-1,-1,11232,10628,-1,3330,3955,3917,-1,10250,13616,17179,9991,13685,13875,15700,13853,13869,13875,9520,8977,2486,2056,7847,4282,16731,2763,17710,3541,4212
裁判所,さいばんしょ,サイバンショ,4340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9675,6451,2633,7573,4545,-1,-1,-1,6996,-1,-1,-1,-1,-1,-1,-1,-1,-1,2063,23250,10769,8089,-1,16111,-1,2450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2031,-1,4732,-1,-1,4015,-1,1805,7469,7071
味わう,あじわう,アジワウ,4342,4649,4147,4421,7639,2876,4170,4014,4667,2620,6377,11052,5541,3974,5712,-1,3098,-1,2034,3054,3001,2814,985,2899,2447,2727,4907,1655,2727,2537,4730,1600,-1,-1,8892,258,-1,2174,2868,3155,17454,8143,2547,8532,1449,771,3883,4057,3680,3440,1783,3339,6495,2568,3158,1755,2149,13563,1185,15508,4174,4259
彼氏,かれし,カレシ,4345,2751,1997,11364,7639,2876,1304,4014,4667,1734,2447,5139,11750,2575,2912,-1,1881,21040,1846,1249,1201,1198,-1,1234,10621,4078,1188,7614,4078,3810,1145,1959,1983,2071,6843,228,-1,10387,3781,1429,-1,-1,4971,10206,3147,5197,5778,9323,2085,5615,5701,2415,-1,8892,1275,-1,3622,2598,1580,10959,6255,5479
二千年,-,-,4346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
彼処,あそこ,アソコ,4353,178,149,243,342,429,139,251,103,180,183,137,261,168,179,-1,682,5671,6550,976,808,787,616,818,1375,689,925,771,689,638,889,1157,533,582,5137,-1,-1,1454,603,607,319,24519,1729,3261,1090,2200,2070,869,606,2768,1142,4633,19638,1323,848,798,1662,3163,647,-1,1136,1251
専門家,せんもんか,センモンカ,4355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9831,3546,1694,7891,2767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10101,-1,-1,-1,22723,19543,6018,9437,7657,-1,9500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6594,-1,2908,-1,-1,-1,-1,-1,3399,2089
人権,じんけん,ジンケン,4357,8120,6382,11364,7639,2876,4170,4014,4667,10817,8594,2907,11750,6269,10747,4087,21903,19471,3988,16511,10458,6755,-1,6920,16392,19765,-1,11230,19765,18523,-1,19135,9044,9699,1934,9069,10510,20928,-1,18687,-1,13357,7378,5604,8204,7537,7925,4474,7837,7879,7896,4486,9050,15161,10882,-1,13033,4618,12901,4851,6505,3081
オークション,オークション,オークション,4359,11455,10802,7212,7639,2876,2405,4014,4667,16460,8594,11052,5541,8574,14260,11584,12885,-1,4259,16362,9993,8281,-1,-1,-1,-1,-1,-1,5231,4880,17269,-1,7704,9149,4737,11460,-1,-1,21927,6314,3253,-1,3085,1976,4812,3410,4234,8465,4084,3908,4148,2844,-1,5952,10394,-1,19008,-1,18585,17019,11653,9673
経験する,-,-,4365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
出来上がる,できあがる,デキアガル,4366,3837,5005,2894,2451,1733,2405,2391,4667,4862,4264,2907,3327,3136,5172,-1,8376,-1,3516,5384,11635,9895,1520,10149,11504,9469,8478,4416,9469,8876,8163,7177,-1,-1,19384,2500,-1,5450,7366,5487,2449,21489,1669,1923,1210,2151,1508,1810,3111,2726,3163,3799,8600,2617,12173,-1,8550,-1,3701,18184,4327,2550
弁護士,べんごし,ベンゴシ,4367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1654,5486,1033,914,871,-1,-1,-1,2442,-1,-1,-1,-1,-1,-1,24551,-1,-1,1386,11667,1133,2670,12531,4464,-1,8978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5617,-1,920,-1,-1,1221,-1,2197,7249,3832
トン,トン,トン,4369,6059,9191,3701,2913,2876,1688,1705,1896,16460,4264,11052,7431,3974,14260,1661,5919,15927,7166,-1,1620,2450,-1,-1,3221,24847,6550,3700,6208,5805,5441,10695,3486,3739,1764,-1,6114,-1,8412,3185,-1,3940,5264,5571,4018,5474,6032,9493,5911,5885,5959,6533,5086,6683,1699,-1,4389,2525,11930,1685,3794,5169
二時,にじ,ニジ,4370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1198,-1,-1,-1,13333,-1,-1,-1,-1,-1,3247,-1,-1,-1,-1,-1,-1,-1,23966,-1,3593,-1,-1,11087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
総務,そうむ,ソウム,4372,3966,5005,7212,1459,2876,4170,686,4667,2989,8594,11052,7431,4277,3849,3493,11115,-1,9829,6858,-1,15002,-1,15393,9525,-1,8837,10286,-1,-1,8496,-1,14144,15101,3616,18935,14232,19476,-1,9882,-1,-1,6996,7606,6852,7165,7583,3028,973,7521,7536,6314,-1,-1,-1,-1,10160,6052,-1,2828,21525,5632
二十七日,にじゅうしちにち,ニジュウシチニチ,4374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
シャツ,シャツ,シャツ,4376,1506,1303,2363,1716,2876,513,2391,1896,1335,1727,1876,2443,1599,1443,7086,8160,-1,4362,-1,3063,1942,-1,-1,2723,-1,-1,1528,8375,7837,4070,4164,1796,1942,5866,-1,-1,-1,9092,7237,957,6291,4309,7526,2784,4565,1691,8976,5088,4999,5136,1181,7199,4361,3218,-1,1742,1760,2544,10553,5393,5971
基盤,きばん,キバン,4377,13446,10802,11364,7639,2876,4170,4014,4667,10817,8594,11052,7431,10632,14260,3308,-1,18279,3824,23838,12994,10845,-1,11123,13574,-1,-1,10303,-1,-1,-1,20485,10128,11434,3006,11603,-1,14406,-1,13223,-1,5388,3473,2333,4707,3780,4522,8603,4394,4247,1895,6163,5278,10717,13459,-1,10698,6604,14931,4606,4946,2753
震える,ふるえる,フルエル,4379,6881,5828,7212,7639,2876,4170,4014,4667,10817,8594,2540,7431,8574,5712,-1,4856,-1,7716,4544,3634,3353,534,3445,1335,2864,5115,1365,2864,2669,4927,462,-1,-1,17605,276,-1,1261,3281,3859,3473,15305,5453,10231,3722,5659,6192,2986,6071,6062,6132,6798,17621,844,3809,2393,724,11534,320,-1,9091,5903
こととなる,こととなる,コトトナル,4380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7970,-1,1135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
コンピュータ,コンピュータ,コンピュータ,4383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1394,24095,-1,6171,17311,6421,5563,-1,-1,6424,-1,-1,-1,-1,-1,-1,24157,2415,2374,1511,-1,2008,7091,-1,16224,4054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8137,-1,6679,-1,6406,3240,-1,1411,2480,5028
如何なる,いかなる,イカナル,4385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8241,4800,-1,5737,8100,7935,6890,1164,7058,13053,4034,11232,2084,4034,3768,10800,7244,8024,9824,19556,23198,-1,2846,5058,4956,1547,8044,7530,4338,14834,7685,8066,10924,7974,8026,8037,6067,6725,5964,8242,3357,15437,8305,3890,10469,14603,10659
